No.,Time,Load,Disp,Strength,Strain
,[sec],[kN],[mm],[kN/mm²],[%]
2460,245.909,21.58,49.726,0.048,0.409
2461,246.006,21.58,49.778,0.048,0.41
2462,246.109,21.58,49.834,0.048,0.41
2463,246.206,21.58,49.886,0.048,0.411
2464,246.306,21.59,49.941,0.048,0.411
2465,246.407,21.59,49.997,0.048,0.411
2466,246.506,21.6,50.049,0.048,0.412
2467,246.607,21.6,50.104,0.048,0.412
2468,246.707,21.6,50.16,0.048,0.413
2469,246.807,21.6,50.215,0.048,0.413
2470,246.907,21.6,50.269,0.048,0.414
2471,247.006,21.6,50.322,0.048,0.414
2472,247.11,21.61,50.378,0.048,0.415
2473,247.207,21.61,50.433,0.048,0.415
2474,247.306,21.61,50.485,0.048,0.416
2475,247.407,21.62,50.542,0.048,0.416
2476,247.511,21.62,50.599,0.048,0.416
2477,247.609,21.62,50.652,0.048,0.417
2478,247.707,21.62,50.707,0.048,0.417
2479,247.806,21.62,50.759,0.048,0.418
2480,247.906,21.63,50.814,0.048,0.418
2481,248.01,21.63,50.871,0.048,0.419
2482,248.109,21.63,50.926,0.048,0.419
2483,248.207,21.64,50.981,0.048,0.42
2484,248.31,21.64,51.036,0.048,0.42
2485,248.407,21.64,51.091,0.048,0.421
2486,248.506,21.64,51.144,0.048,0.421
2487,248.606,21.64,51.199,0.048,0.421
2488,248.71,21.65,51.257,0.048,0.422
2489,248.807,21.65,51.312,0.048,0.422
2490,248.906,21.65,51.365,0.048,0.423
2491,249.006,21.66,51.42,0.048,0.423
2492,249.109,21.66,51.478,0.048,0.424
2493,249.207,21.66,51.533,0.048,0.424
2494,249.307,21.67,51.589,0.048,0.425
2495,249.409,21.67,51.644,0.048,0.425
2496,249.507,21.67,51.699,0.048,0.426
2497,249.608,21.67,51.755,0.048,0.426
2498,249.707,21.67,51.811,0.048,0.426
2499,249.807,21.67,51.866,0.048,0.427
2500,249.909,21.68,51.922,0.048,0.427
2501,250.021,21.68,51.984,0.048,0.428
2502,250.107,21.69,52.033,0.048,0.428
2503,250.208,21.69,52.089,0.048,0.429
2504,250.309,21.69,52.145,0.048,0.429
2505,250.409,21.69,52.201,0.048,0.43
2506,250.512,21.69,52.259,0.048,0.43
2507,250.607,21.69,52.312,0.048,0.431
2508,250.707,21.69,52.368,0.048,0.431
2509,250.807,21.7,52.424,0.048,0.431
2510,250.909,21.7,52.48,0.048,0.432
2511,251.01,21.71,52.536,0.048,0.432
2512,251.107,21.71,52.593,0.048,0.433
2513,251.207,21.71,52.649,0.048,0.433
2514,251.307,21.71,52.705,0.048,0.434
2515,251.409,21.71,52.761,0.048,0.434
2516,251.508,21.71,52.817,0.048,0.435
2517,251.607,21.71,52.874,0.048,0.435
2518,251.707,21.72,52.93,0.048,0.436
2519,251.81,21.72,52.986,0.048,0.436
2520,251.907,21.73,53.043,0.048,0.437
2521,252.007,21.73,53.099,0.048,0.437
2522,252.111,21.73,53.158,0.048,0.438
2523,252.21,21.73,53.212,0.048,0.438
2524,252.31,21.73,53.269,0.048,0.438
2525,252.407,21.73,53.326,0.048,0.439
2526,252.507,21.73,53.382,0.048,0.439
2527,252.607,21.74,53.439,0.048,0.44
2528,252.71,21.74,53.496,0.048,0.44
2529,252.807,21.75,53.552,0.048,0.441
2530,252.914,21.75,53.612,0.048,0.441
2531,253.009,21.75,53.666,0.048,0.442
2532,253.109,21.75,53.723,0.048,0.442
2533,253.207,21.75,53.78,0.048,0.443
2534,253.309,21.75,53.837,0.048,0.443
2535,253.407,21.75,53.894,0.048,0.444
2536,253.509,21.76,53.951,0.048,0.444
2537,253.611,21.76,54.01,0.048,0.445
2538,253.707,21.76,54.065,0.048,0.445
2539,253.807,21.76,54.122,0.048,0.445
2540,253.908,21.77,54.18,0.048,0.446
2541,254.009,21.77,54.237,0.048,0.446
2542,254.109,21.77,54.294,0.048,0.447
2543,254.209,21.77,54.351,0.048,0.447
2544,254.307,21.77,54.409,0.048,0.448
2545,254.415,21.78,54.471,0.048,0.448
2546,254.51,21.78,54.524,0.048,0.449
2547,254.609,21.79,54.581,0.048,0.449
2548,254.707,21.78,54.639,0.048,0.45
2549,254.807,21.78,54.696,0.048,0.45
2550,254.907,21.79,54.754,0.048,0.451
2551,255.009,21.79,54.811,0.048,0.451
2552,255.107,21.79,54.869,0.048,0.452
2553,255.207,21.8,54.927,0.048,0.452
2554,255.309,21.8,54.985,0.048,0.453
2555,255.411,21.81,55.045,0.048,0.453
2556,255.507,21.81,55.1,0.048,0.453
2557,255.607,21.8,55.158,0.048,0.454
2558,255.707,21.8,55.216,0.048,0.454
2559,255.807,21.81,55.274,0.048,0.455
2560,255.907,21.81,55.332,0.048,0.455
2561,256.009,21.81,55.39,0.048,0.456
2562,256.111,21.82,55.45,0.048,0.456
2563,256.207,21.82,55.506,0.048,0.457
2564,256.307,21.82,55.564,0.048,0.457
2565,256.411,21.82,55.625,0.048,0.458
2566,256.509,21.82,55.681,0.048,0.458
2567,256.614,21.82,55.741,0.048,0.459
2568,256.707,21.83,55.797,0.049,0.459
2569,256.808,21.83,55.856,0.049,0.46
2570,256.907,21.83,55.914,0.049,0.46
2571,257.011,21.83,55.975,0.049,0.461
2572,257.107,21.84,56.029,0.049,0.461
2573,257.209,21.84,56.09,0.049,0.462
2574,257.309,21.84,56.148,0.049,0.462
2575,257.41,21.84,56.207,0.049,0.463
2576,257.507,21.84,56.265,0.049,0.463
2577,257.613,21.85,56.326,0.049,0.464
2578,257.707,21.85,56.383,0.049,0.464
2579,257.809,21.85,56.442,0.049,0.465
2580,257.907,21.86,56.5,0.049,0.465
2581,258.007,21.86,56.559,0.049,0.466
2582,258.109,21.86,56.618,0.049,0.466
2583,258.207,21.86,56.677,0.049,0.466
2584,258.311,21.86,56.738,0.049,0.467
2585,258.407,21.87,56.795,0.049,0.467
2586,258.511,21.87,56.856,0.049,0.468
2587,258.609,21.87,56.913,0.049,0.468
2588,258.707,21.88,56.972,0.049,0.469
2589,258.808,21.88,57.031,0.049,0.469
2590,258.907,21.89,57.09,0.049,0.47
2591,259.007,21.89,57.15,0.049,0.47
2592,259.107,21.89,57.209,0.049,0.471
2593,259.207,21.89,57.268,0.049,0.471
2594,259.307,21.89,57.327,0.049,0.472
2595,259.407,21.89,57.387,0.049,0.472
2596,259.509,21.9,57.446,0.049,0.473
2597,259.61,21.9,57.506,0.049,0.473
2598,259.707,21.91,57.565,0.049,0.474
2599,259.809,21.91,57.625,0.049,0.474
2600,259.907,21.91,57.684,0.049,0.475
2601,260.021,21.91,57.751,0.049,0.475
2602,260.107,21.91,57.804,0.049,0.476
2603,260.207,21.91,57.863,0.049,0.476
2604,260.307,21.91,57.923,0.049,0.477
2605,260.409,21.92,57.983,0.049,0.477
2606,260.508,21.92,58.043,0.049,0.478
2607,260.609,21.92,58.103,0.049,0.478
2608,260.709,21.92,58.162,0.049,0.479
2609,260.807,21.93,58.222,0.049,0.479
2610,260.907,21.93,58.282,0.049,0.48
2611,261.009,21.93,58.342,0.049,0.48
2612,261.111,21.93,58.405,0.049,0.481
2613,261.207,21.93,58.463,0.049,0.481
2614,261.309,21.94,58.523,0.049,0.482
2615,261.407,21.94,58.583,0.049,0.482
2616,261.508,21.94,58.643,0.049,0.483
2617,261.609,21.94,58.703,0.049,0.483
2618,261.707,21.94,58.764,0.049,0.484
2619,261.807,21.94,58.824,0.049,0.484
2620,261.907,21.94,58.882,0.049,0.485
2621,262.007,21.94,58.945,0.049,0.485
2622,262.107,21.95,59.005,0.049,0.486
2623,262.209,21.95,59.066,0.049,0.486
2624,262.309,21.95,59.126,0.049,0.487
2625,262.411,21.95,59.189,0.049,0.487
2626,262.507,21.95,59.248,0.049,0.488
2627,262.609,21.95,59.308,0.049,0.488
2628,262.707,21.95,59.369,0.049,0.489
2629,262.809,21.95,59.43,0.049,0.489
2630,262.907,21.96,59.491,0.049,0.49
2631,263.012,21.96,59.554,0.049,0.49
2632,263.107,21.96,59.612,0.049,0.491
2633,263.211,21.96,59.676,0.049,0.491
2634,263.307,21.96,59.734,0.049,0.492
2635,263.413,21.96,59.798,0.049,0.492
2636,263.507,21.96,59.856,0.049,0.493
2637,263.609,21.96,59.917,0.049,0.493
2638,263.707,21.97,59.979,0.049,0.494
2639,263.81,21.97,60.042,0.049,0.494
2640,263.909,21.97,60.101,0.049,0.495
2641,264.011,21.97,60.165,0.049,0.495
2642,264.113,21.97,60.226,0.049,0.496
2643,264.213,21.97,60.287,0.049,0.496
2644,264.31,21.97,60.349,0.049,0.497
2645,264.407,21.97,60.408,0.049,0.497
2646,264.507,21.98,60.469,0.049,0.498
2647,264.607,21.98,60.531,0.049,0.498
2648,264.71,21.98,60.595,0.049,0.499
2649,264.807,21.98,60.654,0.049,0.499
2650,264.907,21.98,60.715,0.049,0.5
2651,265.013,21.98,60.779,0.049,0.5
2652,265.109,21.98,60.839,0.049,0.501
2653,265.209,21.98,60.9,0.049,0.501
2654,265.307,21.98,60.962,0.049,0.502
2655,265.407,21.98,61.024,0.049,0.502
2656,265.508,21.98,61.086,0.049,0.503
2657,265.615,21.98,61.153,0.049,0.503
2658,265.709,21.98,61.21,0.049,0.504
2659,265.81,21.98,61.274,0.049,0.504
2660,265.911,21.98,61.336,0.049,0.505
2661,266.011,21.98,61.398,0.049,0.505
2662,266.111,21.98,61.461,0.049,0.506
2663,266.21,21.98,61.523,0.049,0.506
2664,266.311,21.98,61.585,0.049,0.507
2665,266.413,21.98,61.647,0.049,0.507
2666,266.509,21.98,61.707,0.049,0.508
2667,266.61,21.98,61.772,0.049,0.508
2668,266.709,21.98,61.832,0.049,0.509
2669,266.811,21.98,61.897,0.049,0.509
2670,266.913,21.98,61.959,0.049,0.51
2671,267.008,21.99,62.019,0.049,0.51
2672,267.11,21.98,62.082,0.049,0.511
2673,267.211,21.98,62.147,0.049,0.511
2674,267.31,21.98,62.21,0.049,0.512
2675,267.408,21.98,62.27,0.049,0.513
2676,267.511,21.98,62.335,0.049,0.513
2677,267.613,21.98,62.398,0.049,0.514
2678,267.71,21.98,62.461,0.049,0.514
2679,267.809,21.99,62.521,0.049,0.515
2680,267.909,21.98,62.584,0.049,0.515
2681,268.01,21.98,62.649,0.049,0.516
2682,268.109,21.98,62.71,0.049,0.516
2683,268.211,21.98,62.775,0.049,0.517
2684,268.313,21.98,62.838,0.049,0.517
2685,268.41,21.98,62.899,0.049,0.518
2686,268.508,21.99,62.962,0.049,0.518
2687,268.611,21.99,63.028,0.049,0.519
2688,268.711,21.98,63.091,0.049,0.519
2689,268.81,21.98,63.154,0.049,0.52
2690,268.911,21.98,63.218,0.049,0.52
2691,269.011,21.98,63.281,0.049,0.521
2692,269.109,21.98,63.342,0.049,0.521
2693,269.209,21.98,63.405,0.049,0.522
2694,269.309,21.98,63.469,0.049,0.522
2695,269.412,21.98,63.535,0.049,0.523
2696,269.509,21.98,63.596,0.049,0.523
2697,269.611,21.98,63.662,0.049,0.524
2698,269.71,21.98,63.726,0.049,0.524
2699,269.81,21.98,63.79,0.049,0.525
2700,269.913,21.98,63.853,0.049,0.526
2701,270.017,21.98,63.92,0.049,0.526
2702,270.11,21.98,63.981,0.049,0.527
2703,270.21,21.98,64.045,0.049,0.527
2704,270.31,21.97,64.109,0.049,0.528
2705,270.41,21.97,64.173,0.049,0.528
2706,270.51,21.97,64.237,0.049,0.529
2707,270.615,21.97,64.304,0.049,0.529
2708,270.709,21.97,64.363,0.049,0.53
2709,270.81,21.97,64.429,0.049,0.53
2710,270.91,21.97,64.494,0.049,0.531
2711,271.011,21.97,64.558,0.049,0.531
2712,271.111,21.97,64.622,0.049,0.532
2713,271.211,21.97,64.686,0.049,0.532
2714,271.31,21.97,64.751,0.049,0.533
2715,271.414,21.97,64.818,0.049,0.533
2716,271.51,21.97,64.88,0.049,0.534
2717,271.609,21.97,64.942,0.049,0.535
2718,271.713,21.97,65.009,0.049,0.535
2719,271.812,21.97,65.073,0.049,0.536
2720,271.908,21.97,65.135,0.049,0.536
2721,272.01,21.96,65.2,0.049,0.537
2722,272.111,21.96,65.267,0.049,0.537
2723,272.21,21.96,65.332,0.049,0.538
2724,272.309,21.96,65.394,0.049,0.538
2725,272.409,21.96,65.459,0.049,0.539
2726,272.512,21.96,65.527,0.049,0.539
2727,272.611,21.96,65.592,0.049,0.54
2728,272.712,21.96,65.657,0.049,0.54
2729,272.811,21.96,65.722,0.049,0.541
2730,272.912,21.96,65.787,0.049,0.541
2731,273.011,21.96,65.852,0.049,0.542
2732,273.11,21.96,65.917,0.049,0.543
2733,273.213,21.96,65.982,0.049,0.543
2734,273.31,21.96,66.048,0.049,0.544
2735,273.41,21.95,66.113,0.049,0.544
2736,273.511,21.95,66.178,0.049,0.545
2737,273.613,21.95,66.244,0.049,0.545
2738,273.709,21.95,66.306,0.049,0.546
2739,273.81,21.95,66.375,0.049,0.546
2740,273.911,21.95,66.44,0.049,0.547
2741,274.011,21.95,66.506,0.049,0.547
2742,274.111,21.95,66.571,0.049,0.548
2743,274.209,21.95,66.634,0.049,0.548
2744,274.31,21.94,66.703,0.049,0.549
2745,274.41,21.94,66.768,0.049,0.55
2746,274.511,21.94,66.834,0.049,0.55
2747,274.613,21.94,66.9,0.049,0.551
2748,274.71,21.94,66.966,0.049,0.551
2749,274.81,21.94,67.032,0.049,0.552
2750,274.913,21.94,67.098,0.049,0.552
2751,275.01,21.93,67.164,0.049,0.553
2752,275.11,21.93,67.23,0.049,0.553
2753,275.21,21.93,67.296,0.049,0.554
2754,275.308,21.93,67.359,0.049,0.554
2755,275.41,21.93,67.428,0.049,0.555
2756,275.511,21.93,67.495,0.049,0.556
2757,275.61,21.93,67.561,0.049,0.556
2758,275.712,21.92,67.627,0.049,0.557
2759,275.81,21.92,67.694,0.049,0.557
2760,275.913,21.92,67.76,0.049,0.558
2761,276.008,21.92,67.824,0.049,0.558
2762,276.109,21.92,67.89,0.049,0.559
2763,276.213,21.92,67.96,0.049,0.559
2764,276.31,21.92,68.026,0.049,0.56
2765,276.413,21.91,68.093,0.049,0.56
2766,276.511,21.91,68.159,0.049,0.561
2767,276.61,21.91,68.226,0.049,0.562
2768,276.712,21.91,68.293,0.049,0.562
2769,276.811,21.91,68.36,0.049,0.563
2770,276.91,21.91,68.424,0.049,0.563
2771,277.01,21.91,68.494,0.049,0.564
2772,277.112,21.9,68.56,0.049,0.564
2773,277.209,21.9,68.625,0.049,0.565
2774,277.31,21.9,68.695,0.049,0.565
2775,277.41,21.9,68.762,0.049,0.566
2776,277.512,21.9,68.829,0.049,0.566
2777,277.61,21.9,68.896,0.049,0.567
2778,277.71,21.9,68.963,0.049,0.568
2779,277.812,21.89,69.031,0.049,0.568
2780,277.911,21.89,69.098,0.049,0.569
2781,278.011,21.88,69.165,0.049,0.569
2782,278.112,21.88,69.233,0.049,0.57
2783,278.212,21.88,69.3,0.049,0.57
2784,278.31,21.87,69.365,0.049,0.571
2785,278.41,21.86,69.435,0.049,0.571
2786,278.512,21.87,69.503,0.049,0.572
2787,278.609,21.87,69.568,0.049,0.573
2788,278.71,21.88,69.638,0.049,0.573
2789,278.808,21.88,69.703,0.049,0.574
2790,278.91,21.87,69.774,0.049,0.574
2791,279.013,21.87,69.842,0.049,0.575
2792,279.108,21.87,69.907,0.049,0.575
2793,279.21,21.87,69.977,0.049,0.576
2794,279.308,21.87,70.043,0.049,0.576
2795,279.409,21.87,70.111,0.049,0.577
2796,279.509,21.87,70.179,0.049,0.578
2797,279.611,21.86,70.249,0.049,0.578
2798,279.71,21.86,70.318,0.049,0.579
2799,279.814,21.86,70.389,0.049,0.579
2800,279.91,21.86,70.454,0.049,0.58
2801,280.018,21.86,70.528,0.049,0.58
2802,280.11,21.86,70.591,0.049,0.581
2803,280.209,21.85,70.656,0.049,0.582
2804,280.31,21.85,70.725,0.049,0.582
2805,280.412,21.85,70.796,0.049,0.583
2806,280.508,21.85,70.862,0.049,0.583
2807,280.614,21.85,70.936,0.049,0.584
2808,280.708,21.85,70.999,0.049,0.584
2809,280.809,21.84,71.068,0.049,0.585
2810,280.911,21.84,71.139,0.049,0.586
2811,281.012,21.83,71.208,0.049,0.586
2812,281.108,21.83,71.274,0.049,0.587
2813,281.212,21.83,71.345,0.049,0.587
2814,281.308,21.83,71.411,0.049,0.588
2815,281.408,21.83,71.48,0.049,0.588
2816,281.51,21.82,71.552,0.048,0.589
2817,281.612,21.82,71.621,0.048,0.589
2818,281.71,21.82,71.69,0.048,0.59
2819,281.81,21.82,71.759,0.048,0.591
2820,281.912,21.81,71.829,0.048,0.591
2821,282.008,21.81,71.895,0.048,0.592
2822,282.111,21.81,71.967,0.048,0.592
2823,282.208,21.81,72.034,0.048,0.593
2824,282.308,21.8,72.103,0.048,0.593
2825,282.409,21.8,72.172,0.048,0.594
2826,282.51,21.8,72.244,0.048,0.595
2827,282.61,21.8,72.314,0.048,0.595
2828,282.71,21.8,72.383,0.048,0.596
2829,282.811,21.8,72.453,0.048,0.596
2830,282.912,21.79,72.523,0.048,0.597
2831,283.009,21.79,72.59,0.048,0.597
2832,283.112,21.78,72.662,0.048,0.598
2833,283.212,21.78,72.732,0.048,0.599
2834,283.31,21.78,72.802,0.048,0.599
2835,283.41,21.78,72.872,0.048,0.6
2836,283.511,21.78,72.941,0.048,0.6
2837,283.61,21.78,73.011,0.048,0.601
2838,283.712,21.77,73.081,0.048,0.601
2839,283.81,21.76,73.152,0.048,0.602
2840,283.91,21.76,73.222,0.048,0.603
2841,284.012,21.76,73.292,0.048,0.603
2842,284.112,21.76,73.362,0.048,0.604
2843,284.21,21.76,73.432,0.048,0.604
2844,284.31,21.75,73.502,0.048,0.605
2845,284.409,21.75,73.57,0.048,0.606
2846,284.51,21.75,73.643,0.048,0.606
2847,284.61,21.74,73.714,0.048,0.607
2848,284.71,21.74,73.784,0.048,0.607
2849,284.81,21.74,73.852,0.048,0.608
2850,284.91,21.74,73.925,0.048,0.608
2851,285.01,21.74,73.996,0.048,0.609
2852,285.11,21.73,74.066,0.048,0.61
2853,285.21,21.73,74.137,0.048,0.61
2854,285.31,21.72,74.205,0.048,0.611
2855,285.415,21.72,74.282,0.048,0.611
2856,285.509,21.72,74.347,0.048,0.612
2857,285.611,21.72,74.42,0.048,0.613
2858,285.71,21.72,74.491,0.048,0.613
2859,285.81,21.71,74.562,0.048,0.614
2860,285.91,21.71,74.633,0.048,0.614
2861,286.01,21.71,74.705,0.048,0.615
2862,286.111,21.7,74.776,0.048,0.615
2863,286.212,21.7,74.847,0.048,0.616
2864,286.314,21.7,74.921,0.048,0.617
2865,286.41,21.7,74.989,0.048,0.617
2866,286.512,21.69,75.061,0.048,0.618
2867,286.61,21.69,75.132,0.048,0.618
2868,286.71,21.69,75.204,0.048,0.619
2869,286.81,21.68,75.275,0.048,0.62
2870,286.91,21.68,75.347,0.048,0.62
2871,287.01,21.68,75.418,0.048,0.621
2872,287.112,21.67,75.49,0.048,0.621
2873,287.211,19.78,75.561,0.044,0.622
2874,287.312,19.69,75.634,0.044,0.623
2875,287.41,20.11,75.707,0.045,0.623
2876,287.512,20.52,75.781,0.046,0.624
2877,287.61,20.9,75.854,0.046,0.624
2878,287.712,21.22,75.926,0.047,0.625
2879,287.81,21.39,75.999,0.048,0.626
2880,287.913,21.47,76.071,0.048,0.626
2881,288.012,21.52,76.143,0.048,0.627
2882,288.114,21.54,76.218,0.048,0.627
2883,288.21,21.54,76.288,0.048,0.628
2884,288.31,21.55,76.36,0.048,0.628
2885,288.412,21.54,76.432,0.048,0.629
2886,288.51,21.54,76.505,0.048,0.63
2887,288.61,21.54,76.577,0.048,0.63
2888,288.71,21.53,76.65,0.048,0.631
2889,288.81,21.53,76.722,0.048,0.631
2890,288.912,21.52,76.795,0.048,0.632
2891,289.009,21.52,76.867,0.048,0.633
2892,289.113,21.52,76.94,0.048,0.633
2893,289.21,21.51,77.013,0.048,0.634
2894,289.31,21.51,77.085,0.048,0.634
2895,289.41,21.5,77.158,0.048,0.635
2896,289.51,21.49,77.231,0.048,0.636
2897,289.61,21.49,77.304,0.048,0.636
2898,289.712,21.48,77.377,0.048,0.637
2899,289.809,21.48,77.447,0.048,0.637
2900,289.912,21.48,77.523,0.048,0.638
2901,290.018,21.47,77.602,0.048,0.639
2902,290.112,21.46,77.669,0.048,0.639
2903,290.212,21.46,77.743,0.048,0.64
2904,290.312,21.46,77.816,0.048,0.64
2905,290.412,21.46,77.889,0.048,0.641
2906,290.513,21.46,77.962,0.048,0.642
2907,290.609,21.45,78.033,0.048,0.642
2908,290.709,21.45,78.106,0.048,0.643
2909,290.81,21.44,78.183,0.048,0.643
2910,290.91,21.44,78.256,0.048,0.644
2911,291.009,21.43,78.33,0.048,0.645
2912,291.11,21.43,78.404,0.048,0.645
2913,291.212,21.43,78.477,0.048,0.646
2914,291.309,21.42,78.551,0.048,0.647
2915,291.412,21.42,78.625,0.048,0.647
2916,291.51,21.41,78.699,0.048,0.648
2917,291.61,21.41,78.773,0.048,0.648
2918,291.712,21.4,78.847,0.048,0.649
2919,291.81,21.4,78.921,0.048,0.65
2920,291.909,21.4,78.995,0.048,0.65
2921,292.012,21.39,79.069,0.048,0.651
2922,292.114,21.39,79.146,0.048,0.651
2923,292.209,21.39,79.217,0.048,0.652
2924,292.313,21.38,79.291,0.048,0.653
2925,292.409,21.38,79.363,0.048,0.653
2926,292.51,21.38,79.44,0.048,0.654
2927,292.609,21.38,79.514,0.048,0.654
2928,292.712,21.37,79.589,0.047,0.655
2929,292.814,21.36,79.666,0.047,0.656
2930,292.91,21.36,79.738,0.047,0.656
2931,293.013,21.36,79.812,0.047,0.657
2932,293.112,21.35,79.887,0.047,0.658
2933,293.212,21.35,79.962,0.047,0.658
