No.,Time,Load,Disp,Strength,Strain
,[sec],[kN],[mm],[kN/mm²],[%]
1,0,0,0,0,0
2,0.005,0.15,0.008,0,0
3,0.007,0.16,0.008,0,0
4,0.014,0.16,0.009,0,0
5,0.027,0.17,0.01,0,0
6,0.043,0.18,0.011,0,0
7,0.05,0.18,0.011,0,0
8,0.059,0.19,0.012,0,0
9,0.067,0.19,0.012,0,0
10,0.075,0.2,0.014,0,0
11,0.091,0.21,0.015,0,0
12,0.107,0.21,0.016,0,0
13,0.111,0.22,0.016,0,0
14,0.13,0.23,0.016,0.001,0
15,0.146,0.24,0.016,0.001,0
16,0.155,0.24,0.016,0.001,0
17,0.175,0.26,0.016,0.001,0
18,0.195,0.27,0.016,0.001,0
19,0.219,0.28,0.016,0.001,0
20,0.243,0.29,0.016,0.001,0
21,0.267,0.3,0.016,0.001,0
22,0.307,0.31,0.016,0.001,0
23,0.349,0.31,0.017,0.001,0
24,0.701,0.31,0.018,0.001,0
25,0.811,0.32,0.018,0.001,0
26,0.995,0.32,0.019,0.001,0
27,1.243,0.32,0.02,0.001,0
28,1.269,0.33,0.02,0.001,0
29,1.475,0.33,0.021,0.001,0
30,1.571,0.34,0.021,0.001,0
31,1.674,0.34,0.021,0.001,0
32,1.873,0.34,0.023,0.001,0
33,1.891,0.35,0.023,0.001,0
34,2.047,0.35,0.024,0.001,0
35,2.152,0.36,0.024,0.001,0
36,2.223,0.36,0.025,0.001,0
37,2.383,0.36,0.026,0.001,0
38,2.387,0.37,0.026,0.001,0
39,2.541,0.37,0.027,0.001,0
40,2.614,0.38,0.027,0.001,0
41,2.683,0.38,0.028,0.001,0
42,2.833,0.38,0.029,0.001,0
43,2.835,0.39,0.029,0.001,0
44,2.966,0.39,0.03,0.001,0
45,3.019,0.4,0.03,0.001,0
46,3.103,0.4,0.031,0.001,0
47,3.216,0.4,0.031,0.001,0
48,3.233,0.41,0.032,0.001,0
49,3.361,0.41,0.033,0.001,0
50,3.391,0.41,0.033,0.001,0
51,3.481,0.42,0.034,0.001,0
52,3.589,0.43,0.034,0.001,0
53,3.603,0.43,0.035,0.001,0
54,3.721,0.43,0.036,0.001,0
55,3.782,0.44,0.036,0.001,0
56,3.835,0.44,0.037,0.001,0
57,3.931,0.45,0.037,0.001,0
58,3.947,0.45,0.038,0.001,0
59,4.058,0.45,0.039,0.001,0
60,4.066,0.46,0.039,0.001,0
61,4.163,0.46,0.04,0.001,0
62,4.227,0.47,0.04,0.001,0
63,4.271,0.47,0.041,0.001,0
64,4.377,0.47,0.042,0.001,0
65,4.395,0.48,0.042,0.001,0
66,4.479,0.48,0.043,0.001,0
67,4.549,0.49,0.043,0.001,0
68,4.579,0.49,0.044,0.001,0
69,4.679,0.49,0.045,0.001,0
70,4.691,0.5,0.045,0.001,0
71,4.775,0.5,0.046,0.001,0
72,4.841,0.51,0.046,0.001,0
73,4.877,0.51,0.047,0.001,0
74,4.968,0.52,0.048,0.001,0
75,5.065,0.52,0.049,0.001,0
76,5.107,0.53,0.049,0.001,0
77,5.151,0.53,0.05,0.001,0
78,5.247,0.54,0.051,0.001,0
79,5.331,0.54,0.052,0.001,0
80,5.377,0.55,0.052,0.001,0
81,5.425,0.55,0.053,0.001,0
82,5.505,0.56,0.053,0.001,0
83,5.51,0.56,0.054,0.001,0
84,5.596,0.56,0.054,0.001,0
85,5.627,0.57,0.055,0.001,0
86,5.685,0.57,0.056,0.001,0
87,5.749,0.57,0.056,0.001,0
88,5.769,0.58,0.057,0.001,0
89,5.852,0.58,0.058,0.001,0
90,5.87,0.59,0.058,0.001,0
91,5.938,0.59,0.059,0.001,0
92,5.999,0.6,0.059,0.001,0
93,6.015,0.6,0.06,0.001,0
94,6.099,0.6,0.061,0.001,0.001
95,6.123,0.61,0.061,0.001,0.001
96,6.179,0.61,0.062,0.001,0.001
97,6.237,0.62,0.062,0.001,0.001
98,6.261,0.62,0.063,0.001,0.001
99,6.339,0.62,0.064,0.001,0.001
100,6.361,0.63,0.064,0.001,0.001
101,6.418,0.63,0.064,0.001,0.001
102,6.479,0.64,0.065,0.001,0.001
103,6.497,0.64,0.066,0.001,0.001
104,6.571,0.64,0.067,0.001,0.001
105,6.593,0.65,0.067,0.001,0.001
106,6.649,0.65,0.068,0.001,0.001
107,6.697,0.66,0.068,0.001,0.001
108,6.723,0.66,0.069,0.001,0.001
109,6.799,0.66,0.07,0.001,0.001
110,6.811,0.67,0.07,0.001,0.001
111,6.876,0.67,0.071,0.001,0.001
112,6.934,0.68,0.071,0.002,0.001
113,6.946,0.68,0.072,0.002,0.001
114,7.023,0.68,0.073,0.002,0.001
115,7.053,0.69,0.073,0.002,0.001
116,7.091,0.69,0.073,0.002,0.001
117,7.159,0.7,0.074,0.002,0.001
118,7.167,0.7,0.075,0.002,0.001
119,7.239,0.7,0.076,0.002,0.001
120,7.267,0.71,0.076,0.002,0.001
121,7.313,0.71,0.077,0.002,0.001
122,7.381,0.72,0.078,0.002,0.001
123,7.45,0.72,0.079,0.002,0.001
124,7.475,0.73,0.079,0.002,0.001
125,7.522,0.73,0.08,0.002,0.001
126,7.575,0.74,0.08,0.002,0.001
127,7.593,0.74,0.081,0.002,0.001
128,7.659,0.74,0.082,0.002,0.001
129,7.687,0.75,0.082,0.002,0.001
130,7.729,0.75,0.083,0.002,0.001
131,7.796,0.76,0.084,0.002,0.001
132,7.863,0.76,0.085,0.002,0.001
133,7.895,0.77,0.085,0.002,0.001
134,7.931,0.77,0.086,0.002,0.001
135,7.989,0.78,0.086,0.002,0.001
136,8.001,0.78,0.087,0.002,0.001
137,8.062,0.78,0.088,0.002,0.001
138,8.08,0.79,0.088,0.002,0.001
139,8.131,0.79,0.089,0.002,0.001
140,8.187,0.8,0.089,0.002,0.001
141,8.195,0.8,0.09,0.002,0.001
142,8.259,0.8,0.091,0.002,0.001
143,8.289,0.81,0.091,0.002,0.001
144,8.325,0.81,0.092,0.002,0.001
145,8.39,0.82,0.093,0.002,0.001
146,8.45,0.82,0.094,0.002,0.001
147,8.478,0.83,0.094,0.002,0.001
148,8.522,0.83,0.095,0.002,0.001
149,8.559,0.84,0.095,0.002,0.001
150,8.581,0.84,0.096,0.002,0.001
151,8.643,0.84,0.097,0.002,0.001
152,8.667,0.85,0.097,0.002,0.001
153,8.707,0.85,0.098,0.002,0.001
154,8.769,0.86,0.098,0.002,0.001
155,8.771,0.86,0.099,0.002,0.001
156,8.831,0.86,0.1,0.002,0.001
157,8.861,0.87,0.1,0.002,0.001
158,8.894,0.87,0.101,0.002,0.001
159,8.954,0.88,0.102,0.002,0.001
160,9.014,0.88,0.103,0.002,0.001
161,9.046,0.88,0.103,0.002,0.001
162,9.077,0.89,0.104,0.002,0.001
163,9.131,0.9,0.104,0.002,0.001
164,9.139,0.9,0.105,0.002,0.001
165,9.194,0.9,0.106,0.002,0.001
166,9.219,0.91,0.106,0.002,0.001
167,9.259,0.91,0.107,0.002,0.001
168,9.317,0.92,0.108,0.002,0.001
169,9.377,0.92,0.109,0.002,0.001
170,9.407,0.93,0.109,0.002,0.001
171,9.437,0.93,0.11,0.002,0.001
172,9.497,0.94,0.111,0.002,0.001
173,9.55,0.94,0.112,0.002,0.001
174,9.613,0.94,0.113,0.002,0.001
175,9.667,0.94,0.114,0.002,0.001
176,9.727,0.94,0.115,0.002,0.001
177,9.783,0.94,0.116,0.002,0.001
178,9.787,0.95,0.116,0.002,0.001
179,9.842,0.95,0.117,0.002,0.001
180,9.864,0.96,0.117,0.002,0.001
181,9.9,0.96,0.118,0.002,0.001
182,9.949,0.97,0.118,0.002,0.001
183,9.955,0.97,0.119,0.002,0.001
184,10.011,0.97,0.12,0.002,0.001
185,10.039,0.98,0.12,0.002,0.001
186,10.066,0.98,0.121,0.002,0.001
187,10.115,0.99,0.121,0.002,0.001
188,10.125,0.99,0.122,0.002,0.001
189,10.179,0.99,0.123,0.002,0.001
190,10.195,1,0.123,0.002,0.001
191,10.237,1,0.124,0.002,0.001
192,10.275,1.01,0.124,0.002,0.001
193,10.291,1.01,0.125,0.002,0.001
194,10.346,1.01,0.126,0.002,0.001
195,10.366,1.02,0.126,0.002,0.001
196,10.405,1.02,0.127,0.002,0.001
197,10.444,1.03,0.127,0.002,0.001
198,10.457,1.03,0.128,0.002,0.001
199,10.511,1.04,0.129,0.002,0.001
200,10.565,1.04,0.13,0.002,0.001
201,10.591,1.05,0.13,0.002,0.001
202,10.619,1.05,0.131,0.002,0.001
203,10.673,1.06,0.132,0.002,0.001
204,10.728,1.06,0.133,0.002,0.001
205,10.74,1.07,0.133,0.002,0.001
206,10.778,1.07,0.134,0.002,0.001
207,10.806,1.08,0.134,0.002,0.001
208,10.834,1.08,0.135,0.002,0.001
209,10.877,1.09,0.135,0.002,0.001
210,10.889,1.09,0.136,0.002,0.001
211,10.943,1.1,0.137,0.002,0.001
212,10.997,1.1,0.138,0.002,0.001
213,11.015,1.11,0.138,0.002,0.001
214,11.047,1.11,0.139,0.002,0.001
215,11.09,1.12,0.139,0.002,0.001
216,11.098,1.12,0.14,0.002,0.001
217,11.154,1.12,0.141,0.002,0.001
218,11.161,1.13,0.141,0.003,0.001
219,11.203,1.13,0.142,0.003,0.001
220,11.227,1.14,0.142,0.003,0.001
221,11.257,1.14,0.142,0.003,0.001
222,11.295,1.15,0.143,0.003,0.001
223,11.311,1.15,0.144,0.003,0.001
224,11.36,1.15,0.144,0.003,0.001
225,11.417,1.16,0.146,0.003,0.001
226,11.434,1.17,0.146,0.003,0.001
227,11.466,1.17,0.147,0.003,0.001
228,11.505,1.18,0.147,0.003,0.001
229,11.516,1.18,0.148,0.003,0.001
230,11.564,1.18,0.148,0.003,0.001
231,11.571,1.19,0.149,0.003,0.001
232,11.618,1.19,0.15,0.003,0.001
233,11.638,1.19,0.15,0.003,0.001
234,11.674,1.2,0.151,0.003,0.001
235,11.709,1.21,0.151,0.003,0.001
236,11.723,1.21,0.152,0.003,0.001
237,11.775,1.22,0.153,0.003,0.001
238,11.823,1.22,0.154,0.003,0.001
239,11.843,1.23,0.154,0.003,0.001
240,11.877,1.23,0.155,0.003,0.001
241,11.911,1.24,0.155,0.003,0.001
242,11.922,1.24,0.156,0.003,0.001
243,11.973,1.24,0.156,0.003,0.001
244,11.978,1.25,0.157,0.003,0.001
245,12.026,1.25,0.158,0.003,0.001
246,12.042,1.26,0.158,0.003,0.001
247,12.077,1.26,0.159,0.003,0.001
248,12.107,1.27,0.159,0.003,0.001
249,12.125,1.27,0.159,0.003,0.001
250,12.175,1.28,0.16,0.003,0.001
251,12.179,1.28,0.161,0.003,0.001
252,12.227,1.28,0.162,0.003,0.001
253,12.239,1.29,0.162,0.003,0.001
254,12.275,1.29,0.163,0.003,0.001
255,12.308,1.3,0.163,0.003,0.001
256,12.326,1.3,0.164,0.003,0.001
257,12.37,1.31,0.164,0.003,0.001
258,12.374,1.31,0.165,0.003,0.001
259,12.422,1.31,0.166,0.003,0.001
260,12.438,1.32,0.166,0.003,0.001
261,12.474,1.32,0.167,0.003,0.001
262,12.502,1.33,0.167,0.003,0.001
263,12.524,1.33,0.168,0.003,0.001
264,12.562,1.34,0.168,0.003,0.001
265,12.572,1.34,0.169,0.003,0.001
266,12.621,1.34,0.17,0.003,0.001
267,12.623,1.35,0.17,0.003,0.001
268,12.671,1.35,0.17,0.003,0.001
269,12.683,1.36,0.171,0.003,0.001
270,12.721,1.36,0.172,0.003,0.001
271,12.745,1.37,0.172,0.003,0.001
272,12.769,1.37,0.173,0.003,0.001
273,12.81,1.38,0.173,0.003,0.001
274,12.817,1.38,0.174,0.003,0.001
275,12.862,1.38,0.175,0.003,0.001
276,12.874,1.39,0.175,0.003,0.001
277,12.911,1.39,0.176,0.003,0.001
278,12.939,1.4,0.176,0.003,0.001
279,12.963,1.4,0.177,0.003,0.001
280,12.993,1.4,0.177,0.003,0.001
281,13.007,1.41,0.178,0.003,0.001
282,13.059,1.42,0.179,0.003,0.001
283,13.105,1.42,0.18,0.003,0.001
284,13.122,1.43,0.18,0.003,0.001
285,13.154,1.43,0.181,0.003,0.001
286,13.189,1.44,0.181,0.003,0.001
287,13.198,1.44,0.181,0.003,0.001
288,13.246,1.45,0.183,0.003,0.002
289,13.295,1.45,0.184,0.003,0.002
290,13.307,1.46,0.184,0.003,0.002
291,13.345,1.46,0.185,0.003,0.002
292,13.371,1.47,0.185,0.003,0.002
293,13.393,1.47,0.186,0.003,0.002
294,13.429,1.48,0.186,0.003,0.002
295,13.441,1.48,0.187,0.003,0.002
296,13.483,1.49,0.187,0.003,0.002
297,13.487,1.49,0.188,0.003,0.002
298,13.535,1.49,0.189,0.003,0.002
299,13.543,1.5,0.189,0.003,0.002
300,13.578,1.5,0.19,0.003,0.002
301,13.602,1.5,0.19,0.003,0.002
302,13.626,1.51,0.191,0.003,0.002
303,13.669,1.52,0.191,0.003,0.002
304,13.67,1.52,0.192,0.003,0.002
305,13.722,1.52,0.193,0.003,0.002
306,13.732,1.53,0.193,0.003,0.002
307,13.769,1.53,0.194,0.003,0.002
308,13.793,1.54,0.194,0.003,0.002
309,13.817,1.54,0.195,0.003,0.002
310,13.852,1.55,0.195,0.003,0.002
311,13.859,1.55,0.196,0.003,0.002
312,13.909,1.55,0.197,0.003,0.002
313,13.954,1.56,0.198,0.003,0.002
314,13.966,1.57,0.198,0.003,0.002
315,13.998,1.57,0.199,0.003,0.002
316,14.026,1.58,0.199,0.004,0.002
317,14.046,1.58,0.2,0.004,0.002
318,14.087,1.59,0.2,0.004,0.002
319,14.091,1.59,0.201,0.004,0.002
320,14.138,1.59,0.201,0.004,0.002
321,14.142,1.6,0.202,0.004,0.002
322,14.189,1.6,0.203,0.004,0.002
323,14.205,1.61,0.203,0.004,0.002
324,14.232,1.61,0.204,0.004,0.002
325,14.266,1.62,0.204,0.004,0.002
326,14.28,1.62,0.205,0.004,0.002
327,14.322,1.62,0.206,0.004,0.002
328,14.328,1.63,0.206,0.004,0.002
329,14.366,1.63,0.207,0.004,0.002
330,14.39,1.64,0.207,0.004,0.002
331,14.41,1.64,0.208,0.004,0.002
332,14.446,1.65,0.208,0.004,0.002
333,14.458,1.65,0.209,0.004,0.002
334,14.505,1.65,0.21,0.004,0.002
335,14.508,1.66,0.21,0.004,0.002
336,14.553,1.66,0.211,0.004,0.002
337,14.567,1.66,0.211,0.004,0.002
338,14.595,1.67,0.212,0.004,0.002
339,14.625,1.67,0.212,0.004,0.002
340,14.639,1.68,0.213,0.004,0.002
341,14.685,1.69,0.214,0.004,0.002
342,14.733,1.69,0.215,0.004,0.002
343,14.739,1.7,0.215,0.004,0.002
344,14.774,1.7,0.216,0.004,0.002
345,14.801,1.71,0.216,0.004,0.002
346,14.819,1.71,0.217,0.004,0.002
347,14.861,1.72,0.217,0.004,0.002
348,14.867,1.72,0.218,0.004,0.002
349,14.911,1.72,0.219,0.004,0.002
350,14.921,1.73,0.219,0.004,0.002
351,14.954,1.73,0.22,0.004,0.002
352,14.978,1.74,0.22,0.004,0.002
353,14.998,1.74,0.221,0.004,0.002
354,15.038,1.75,0.221,0.004,0.002
355,15.044,1.75,0.222,0.004,0.002
356,15.092,1.75,0.223,0.004,0.002
357,15.099,1.76,0.223,0.004,0.002
358,15.135,1.76,0.224,0.004,0.002
359,15.159,1.77,0.224,0.004,0.002
360,15.179,1.77,0.225,0.004,0.002
361,15.214,1.77,0.225,0.004,0.002
362,15.225,1.78,0.226,0.004,0.002
363,15.266,1.78,0.227,0.004,0.002
364,15.277,1.79,0.227,0.004,0.002
365,15.31,1.79,0.228,0.004,0.002
366,15.33,1.8,0.228,0.004,0.002
367,15.354,1.8,0.228,0.004,0.002
368,15.387,1.81,0.229,0.004,0.002
369,15.399,1.81,0.23,0.004,0.002
370,15.442,1.81,0.23,0.004,0.002
371,15.486,1.82,0.232,0.004,0.002
372,15.498,1.83,0.232,0.004,0.002
373,15.53,1.83,0.233,0.004,0.002
374,15.56,1.84,0.233,0.004,0.002
375,15.574,1.84,0.234,0.004,0.002
376,15.614,1.85,0.234,0.004,0.002
377,15.62,1.85,0.235,0.004,0.002
378,15.662,1.85,0.236,0.004,0.002
379,15.67,1.86,0.236,0.004,0.002
380,15.707,1.86,0.237,0.004,0.002
381,15.726,1.87,0.237,0.004,0.002
382,15.75,1.87,0.238,0.004,0.002
383,15.782,1.88,0.238,0.004,0.002
384,15.794,1.88,0.239,0.004,0.002
385,15.835,1.88,0.24,0.004,0.002
386,15.841,1.89,0.24,0.004,0.002
387,15.883,1.89,0.241,0.004,0.002
388,15.898,1.9,0.241,0.004,0.002
389,15.923,1.9,0.242,0.004,0.002
390,15.954,1.91,0.242,0.004,0.002
391,15.966,1.91,0.243,0.004,0.002
392,16.01,1.91,0.244,0.004,0.002
393,16.015,1.92,0.244,0.004,0.002
394,16.056,1.92,0.245,0.004,0.002
395,16.07,1.93,0.245,0.004,0.002
396,16.094,1.93,0.246,0.004,0.002
397,16.129,1.94,0.246,0.004,0.002
398,16.141,1.94,0.247,0.004,0.002
399,16.183,1.95,0.248,0.004,0.002
400,16.227,1.95,0.249,0.004,0.002
401,16.238,1.95,0.249,0.004,0.002
402,16.267,1.96,0.25,0.004,0.002
403,16.298,1.97,0.25,0.004,0.002
404,16.311,1.97,0.251,0.004,0.002
405,16.352,1.98,0.251,0.004,0.002
406,16.354,1.98,0.252,0.004,0.002
407,16.394,1.98,0.253,0.004,0.002
408,16.406,1.99,0.253,0.004,0.002
409,16.438,1.99,0.254,0.004,0.002
410,16.462,2,0.254,0.004,0.002
411,16.484,2,0.255,0.004,0.002
412,16.521,2.01,0.255,0.004,0.002
413,16.523,2.01,0.256,0.004,0.002
414,16.569,2.01,0.257,0.004,0.002
415,16.575,2.02,0.257,0.004,0.002
416,16.607,2.02,0.258,0.004,0.002
417,16.631,2.03,0.258,0.005,0.002
418,16.653,2.03,0.259,0.005,0.002
419,16.685,2.04,0.259,0.005,0.002
420,16.69,2.04,0.26,0.005,0.002
421,16.734,2.04,0.261,0.005,0.002
422,16.74,2.05,0.261,0.005,0.002
423,16.778,2.05,0.262,0.005,0.002
424,16.794,2.06,0.262,0.005,0.002
425,16.818,2.06,0.263,0.005,0.002
426,16.852,2.07,0.263,0.005,0.002
427,16.864,2.07,0.264,0.005,0.002
428,16.903,2.07,0.265,0.005,0.002
429,16.907,2.08,0.265,0.005,0.002
430,16.947,2.08,0.266,0.005,0.002
431,16.965,2.09,0.266,0.005,0.002
432,16.989,2.09,0.267,0.005,0.002
433,17.013,2.1,0.267,0.005,0.002
434,17.03,2.1,0.268,0.005,0.002
435,17.068,2.11,0.268,0.005,0.002
436,17.071,2.11,0.269,0.005,0.002
437,17.114,2.11,0.27,0.005,0.002
438,17.118,2.11,0.27,0.005,0.002
439,17.157,2.12,0.271,0.005,0.002
440,17.174,2.13,0.271,0.005,0.002
441,17.194,2.13,0.272,0.005,0.002
442,17.228,2.14,0.272,0.005,0.002
443,17.241,2.14,0.273,0.005,0.002
444,17.279,2.14,0.274,0.005,0.002
445,17.283,2.15,0.274,0.005,0.002
446,17.325,2.15,0.275,0.005,0.002
447,17.339,2.16,0.275,0.005,0.002
448,17.363,2.16,0.276,0.005,0.002
449,17.395,2.17,0.276,0.005,0.002
450,17.406,2.17,0.277,0.005,0.002
451,17.446,2.17,0.278,0.005,0.002
452,17.45,2.18,0.278,0.005,0.002
453,17.486,2.18,0.279,0.005,0.002
454,17.505,2.19,0.279,0.005,0.002
455,17.526,2.19,0.279,0.005,0.002
456,17.556,2.2,0.28,0.005,0.002
457,17.57,2.2,0.281,0.005,0.002
458,17.608,2.21,0.281,0.005,0.002
459,17.61,2.21,0.282,0.005,0.002
460,17.655,2.21,0.283,0.005,0.002
461,17.661,2.22,0.283,0.005,0.002
462,17.697,2.22,0.284,0.005,0.002
463,17.711,2.23,0.284,0.005,0.002
464,17.735,2.23,0.285,0.005,0.002
465,17.773,2.24,0.285,0.005,0.002
466,17.774,2.24,0.285,0.005,0.002
467,17.821,2.24,0.287,0.005,0.002
468,17.826,2.25,0.287,0.005,0.002
469,17.858,2.25,0.288,0.005,0.002
470,17.874,2.26,0.288,0.005,0.002
471,17.898,2.26,0.289,0.005,0.002
472,17.932,2.27,0.289,0.005,0.002
473,17.938,2.27,0.29,0.005,0.002
474,17.98,2.28,0.29,0.005,0.002
475,17.982,2.28,0.291,0.005,0.002
476,18.022,2.28,0.292,0.005,0.002
477,18.03,2.29,0.292,0.005,0.002
478,18.064,2.29,0.293,0.005,0.002
479,18.088,2.3,0.293,0.005,0.002
480,18.103,2.3,0.294,0.005,0.002
481,18.137,2.3,0.294,0.005,0.002
482,18.143,2.31,0.295,0.005,0.002
483,18.185,2.31,0.296,0.005,0.002
484,18.191,2.32,0.296,0.005,0.002
485,18.226,2.32,0.297,0.005,0.002
486,18.246,2.32,0.297,0.005,0.002
487,18.264,2.33,0.298,0.005,0.002
488,18.305,2.34,0.298,0.005,0.002
489,18.306,2.34,0.299,0.005,0.002
490,18.346,2.34,0.3,0.005,0.002
491,18.35,2.35,0.3,0.005,0.002
492,18.386,2.35,0.301,0.005,0.002
493,18.406,2.36,0.301,0.005,0.002
494,18.428,2.36,0.302,0.005,0.002
495,18.458,2.36,0.302,0.005,0.002
496,18.466,2.37,0.303,0.005,0.002
497,18.507,2.37,0.304,0.005,0.003
498,18.511,2.37,0.304,0.005,0.003
499,18.549,2.38,0.305,0.005,0.003
500,18.563,2.39,0.305,0.005,0.003
501,18.587,2.39,0.306,0.005,0.003
502,18.615,2.4,0.306,0.005,0.003
503,18.629,2.4,0.307,0.005,0.003
504,18.662,2.41,0.307,0.005,0.003
505,18.666,2.41,0.308,0.005,0.003
506,18.709,2.41,0.309,0.005,0.003
507,18.715,2.42,0.309,0.005,0.003
508,18.744,2.42,0.309,0.005,0.003
509,18.768,2.43,0.31,0.005,0.003
510,18.786,2.43,0.311,0.005,0.003
511,18.82,2.44,0.311,0.005,0.003
512,18.826,2.44,0.312,0.005,0.003
513,18.869,2.44,0.313,0.005,0.003
514,18.871,2.45,0.313,0.005,0.003
515,18.907,2.45,0.314,0.005,0.003
516,18.923,2.46,0.314,0.005,0.003
517,18.947,2.46,0.315,0.005,0.003
518,18.977,2.47,0.315,0.005,0.003
519,18.989,2.47,0.316,0.005,0.003
520,19.022,2.48,0.316,0.006,0.003
521,19.029,2.48,0.317,0.006,0.003
522,19.066,2.48,0.318,0.006,0.003
523,19.076,2.49,0.318,0.006,0.003
524,19.106,2.49,0.319,0.006,0.003
525,19.122,2.5,0.319,0.006,0.003
526,19.142,2.5,0.32,0.006,0.003
527,19.178,2.5,0.32,0.006,0.003
528,19.188,2.51,0.321,0.006,0.003
529,19.224,2.51,0.322,0.006,0.003
530,19.231,2.52,0.322,0.006,0.003
531,19.263,2.52,0.323,0.006,0.003
532,19.285,2.53,0.323,0.006,0.003
533,19.3,2.53,0.323,0.006,0.003
534,19.334,2.54,0.324,0.006,0.003
535,19.342,2.54,0.325,0.006,0.003
536,19.382,2.55,0.326,0.006,0.003
537,19.422,2.55,0.326,0.006,0.003
538,19.434,2.56,0.327,0.006,0.003
539,19.458,2.56,0.328,0.006,0.003
540,19.486,2.57,0.328,0.006,0.003
541,19.505,2.57,0.329,0.006,0.003
542,19.534,2.58,0.329,0.006,0.003
543,19.54,2.58,0.33,0.006,0.003
544,19.578,2.58,0.331,0.006,0.003
545,19.589,2.59,0.331,0.006,0.003
546,19.618,2.59,0.332,0.006,0.003
547,19.638,2.59,0.332,0.006,0.003
548,19.661,2.6,0.333,0.006,0.003
549,19.691,2.61,0.333,0.006,0.003
550,19.697,2.61,0.334,0.006,0.003
551,19.736,2.61,0.335,0.006,0.003
552,19.742,2.61,0.335,0.006,0.003
553,19.774,2.62,0.336,0.006,0.003
554,19.79,2.63,0.336,0.006,0.003
555,19.814,2.63,0.337,0.006,0.003
556,19.844,2.64,0.337,0.006,0.003
557,19.85,2.64,0.338,0.006,0.003
558,19.892,2.65,0.339,0.006,0.003
559,19.931,2.65,0.34,0.006,0.003
560,19.943,2.66,0.34,0.006,0.003
561,19.971,2.66,0.341,0.006,0.003
562,19.993,2.67,0.341,0.006,0.003
563,20.008,2.67,0.342,0.006,0.003
564,20.038,2.68,0.342,0.006,0.003
565,20.046,2.68,0.343,0.006,0.003
566,20.089,2.69,0.344,0.006,0.003
567,20.126,2.69,0.345,0.006,0.003
568,20.138,2.7,0.345,0.006,0.003
569,20.162,2.7,0.346,0.006,0.003
570,20.188,2.71,0.346,0.006,0.003
571,20.202,2.71,0.347,0.006,0.003
572,20.238,2.71,0.348,0.006,0.003
573,20.242,2.72,0.348,0.006,0.003
574,20.279,2.72,0.349,0.006,0.003
575,20.29,2.72,0.349,0.006,0.003
576,20.321,2.73,0.35,0.006,0.003
577,20.342,2.74,0.35,0.006,0.003
578,20.36,2.74,0.351,0.006,0.003
579,20.391,2.75,0.351,0.006,0.003
580,20.397,2.75,0.352,0.006,0.003
581,20.435,2.75,0.353,0.006,0.003
582,20.439,2.76,0.353,0.006,0.003
583,20.468,2.76,0.353,0.006,0.003
584,20.49,2.77,0.354,0.006,0.003
585,20.512,2.77,0.355,0.006,0.003
586,20.536,2.78,0.355,0.006,0.003
587,20.55,2.78,0.356,0.006,0.003
588,20.589,2.79,0.357,0.006,0.003
589,20.626,2.79,0.358,0.006,0.003
590,20.636,2.8,0.358,0.006,0.003
591,20.662,2.8,0.359,0.006,0.003
592,20.685,2.81,0.359,0.006,0.003
593,20.703,2.81,0.36,0.006,0.003
594,20.733,2.82,0.36,0.006,0.003
595,20.742,2.82,0.361,0.006,0.003
596,20.778,2.82,0.362,0.006,0.003
597,20.782,2.83,0.362,0.006,0.003
598,20.82,2.83,0.363,0.006,0.003
599,20.832,2.84,0.363,0.006,0.003
600,20.857,2.84,0.364,0.006,0.003
601,20.88,2.85,0.364,0.006,0.003
602,20.894,2.85,0.365,0.006,0.003
603,20.926,2.86,0.365,0.006,0.003
604,20.932,2.86,0.366,0.006,0.003
605,20.97,2.87,0.367,0.006,0.003
606,21.007,2.87,0.368,0.006,0.003
607,21.023,2.88,0.368,0.006,0.003
608,21.047,2.88,0.369,0.006,0.003
609,21.074,2.89,0.369,0.006,0.003
610,21.083,2.89,0.37,0.006,0.003
611,21.124,2.9,0.371,0.006,0.003
612,21.161,2.9,0.372,0.006,0.003
613,21.173,2.91,0.372,0.006,0.003
614,21.198,2.91,0.372,0.006,0.003
615,21.222,2.92,0.373,0.006,0.003
616,21.234,2.92,0.374,0.006,0.003
617,21.266,2.93,0.374,0.007,0.003
618,21.276,2.93,0.375,0.007,0.003
619,21.312,2.93,0.376,0.007,0.003
620,21.314,2.94,0.376,0.007,0.003
621,21.35,2.94,0.377,0.007,0.003
622,21.367,2.95,0.377,0.007,0.003
623,21.387,2.95,0.378,0.007,0.003
624,21.411,2.96,0.378,0.007,0.003
625,21.427,2.96,0.379,0.007,0.003
626,21.458,2.97,0.379,0.007,0.003
627,21.462,2.97,0.38,0.007,0.003
628,21.505,2.97,0.381,0.007,0.003
629,21.51,2.97,0.381,0.007,0.003
630,21.54,2.98,0.382,0.007,0.003
631,21.558,2.99,0.382,0.007,0.003
632,21.578,2.99,0.383,0.007,0.003
633,21.602,3,0.383,0.007,0.003
634,21.614,3,0.383,0.007,0.003
635,21.65,3.01,0.385,0.007,0.003
636,21.69,3.01,0.386,0.007,0.003
637,21.698,3.02,0.386,0.007,0.003
638,21.726,3.02,0.387,0.007,0.003
639,21.745,3.03,0.387,0.007,0.003
640,21.763,3.03,0.388,0.007,0.003
641,21.795,3.04,0.388,0.007,0.003
642,21.802,3.04,0.388,0.007,0.003
643,21.838,3.04,0.389,0.007,0.003
644,21.88,3.05,0.391,0.007,0.003
