No.,Time,Load,Disp,Strength,Strain
1,0,0,0,0,0
2,0.104,0.2,0.014,0,0
3,0.22,0.26,0.017,0.001,0
4,0.314,0.29,0.021,0.001,0
5,0.402,0.31,0.024,0.001,0
6,0.522,0.33,0.028,0.001,0
7,0.616,0.35,0.031,0.001,0
8,0.702,0.37,0.033,0.001,0
9,0.824,0.4,0.038,0.001,0
10,0.914,0.42,0.041,0.001,0
11,1.001,0.44,0.044,0.001,0
12,1.124,0.47,0.048,0.001,0
13,1.214,0.49,0.051,0.001,0
14,1.302,0.51,0.054,0.001,0
15,1.402,0.54,0.057,0.001,0
16,1.514,0.56,0.061,0.001,0
17,1.602,0.58,0.064,0.001,0
18,1.704,0.61,0.067,0.001,0
19,1.816,0.63,0.071,0.001,0
20,1.901,0.65,0.074,0.001,0
21,2.008,0.68,0.077,0.002,0
22,2.113,0.7,0.081,0.002,0
23,2.202,0.72,0.084,0.002,0
24,2.306,0.75,0.087,0.002,0.001
25,2.414,0.77,0.091,0.002,0.001
26,2.501,0.79,0.094,0.002,0.001
27,2.614,0.82,0.097,0.002,0.001
28,2.705,0.84,0.1,0.002,0.001
29,2.804,0.86,0.104,0.002,0.001
30,2.922,0.88,0.108,0.002,0.001
31,3.016,0.91,0.111,0.002,0.001
32,3.102,0.93,0.114,0.002,0.001
33,3.222,0.94,0.118,0.002,0.001
34,3.314,0.95,0.121,0.002,0.001
35,3.401,0.97,0.124,0.002,0.001
36,3.514,1,0.127,0.002,0.001
37,3.614,1.02,0.131,0.002,0.001
38,3.701,1.04,0.134,0.002,0.001
39,3.824,1.07,0.138,0.002,0.001
40,3.908,1.1,0.14,0.002,0.001
41,4.004,1.12,0.144,0.002,0.001
42,4.104,1.15,0.147,0.003,0.001
43,4.215,1.17,0.151,0.003,0.001
44,4.3,1.2,0.153,0.003,0.001
45,4.418,1.23,0.157,0.003,0.001
46,4.515,1.25,0.161,0.003,0.001
47,4.602,1.27,0.164,0.003,0.001
48,4.723,1.3,0.168,0.003,0.001
49,4.808,1.33,0.17,0.003,0.001
50,4.904,1.35,0.174,0.003,0.001
51,5.001,1.38,0.177,0.003,0.001
52,5.114,1.4,0.181,0.003,0.001
53,5.204,1.43,0.184,0.003,0.001
54,5.313,1.46,0.187,0.003,0.001
55,5.414,1.48,0.191,0.003,0.001
56,5.504,1.51,0.194,0.003,0.001
57,5.62,1.54,0.197,0.003,0.001
58,5.713,1.56,0.201,0.003,0.001
59,5.802,1.58,0.204,0.004,0.001
60,5.924,1.61,0.208,0.004,0.001
61,6.002,1.64,0.21,0.004,0.001
62,6.101,1.66,0.214,0.004,0.001
63,6.201,1.69,0.217,0.004,0.001
64,6.314,1.71,0.22,0.004,0.001
65,6.402,1.74,0.224,0.004,0.001
66,6.501,1.77,0.227,0.004,0.001
67,6.616,1.79,0.231,0.004,0.001
68,6.702,1.82,0.234,0.004,0.001
69,6.814,1.85,0.237,0.004,0.001
70,6.913,1.87,0.241,0.004,0.001
71,7.004,1.89,0.244,0.004,0.001
72,7.123,1.93,0.248,0.004,0.001
73,7.213,1.95,0.251,0.004,0.001
74,7.301,1.97,0.254,0.004,0.001
75,7.424,2,0.258,0.004,0.002
76,7.502,2.03,0.26,0.005,0.002
77,7.601,2.05,0.264,0.005,0.002
78,7.723,2.08,0.268,0.005,0.002
79,7.802,2.11,0.27,0.005,0.002
80,7.904,2.13,0.274,0.005,0.002
81,8.021,2.16,0.278,0.005,0.002
82,8.109,2.19,0.28,0.005,0.002
83,8.204,2.21,0.284,0.005,0.002
84,8.301,2.23,0.287,0.005,0.002
85,8.413,2.26,0.29,0.005,0.002
86,8.505,2.29,0.294,0.005,0.002
87,8.608,2.32,0.297,0.005,0.002
88,8.716,2.34,0.301,0.005,0.002
89,8.807,2.37,0.304,0.005,0.002
90,8.91,2.4,0.307,0.005,0.002
91,9.013,2.42,0.311,0.005,0.002
92,9.108,2.45,0.314,0.005,0.002
93,9.212,2.48,0.317,0.006,0.002
94,9.313,2.5,0.321,0.006,0.002
95,9.402,2.53,0.324,0.006,0.002
96,9.518,2.56,0.327,0.006,0.002
97,9.613,2.58,0.331,0.006,0.002
98,9.701,2.61,0.334,0.006,0.002
99,9.814,2.64,0.337,0.006,0.002
100,9.916,2.66,0.341,0.006,0.002
101,10.005,2.69,0.344,0.006,0.002
102,10.123,2.72,0.348,0.006,0.002
103,10.202,2.73,0.35,0.006,0.002
104,10.305,2.76,0.354,0.006,0.002
105,10.422,2.79,0.358,0.006,0.002
106,10.505,2.82,0.36,0.006,0.002
107,10.605,2.84,0.363,0.006,0.002
108,10.704,2.87,0.367,0.006,0.002
109,10.814,2.9,0.371,0.006,0.002
110,10.901,2.92,0.374,0.006,0.002
111,11.002,2.95,0.377,0.007,0.002
112,11.116,2.97,0.381,0.007,0.002
113,11.206,3,0.384,0.007,0.002
114,11.313,3.03,0.387,0.007,0.002
115,11.413,3.05,0.391,0.007,0.002
116,11.503,3.08,0.393,0.007,0.002
117,11.619,3.11,0.397,0.007,0.002
118,11.713,3.13,0.401,0.007,0.002
119,11.806,3.15,0.404,0.007,0.002
120,11.924,3.18,0.408,0.007,0.002
121,12.007,3.21,0.41,0.007,0.002
122,12.107,3.23,0.414,0.007,0.002
123,12.212,3.26,0.417,0.007,0.002
124,12.313,3.28,0.421,0.007,0.002
125,12.401,3.3,0.424,0.007,0.002
126,12.522,3.34,0.427,0.007,0.003
127,12.602,3.36,0.43,0.007,0.003
128,12.705,3.38,0.434,0.008,0.003
129,12.801,3.41,0.437,0.008,0.003
130,12.914,3.43,0.441,0.008,0.003
131,13.006,3.46,0.444,0.008,0.003
132,13.126,3.49,0.448,0.008,0.003
133,13.205,3.51,0.45,0.008,0.003
134,13.307,3.53,0.454,0.008,0.003
135,13.405,3.56,0.457,0.008,0.003
136,13.515,3.58,0.461,0.008,0.003
137,13.605,3.6,0.464,0.008,0.003
138,13.725,3.63,0.468,0.008,0.003
139,13.815,3.65,0.471,0.008,0.003
140,13.905,3.68,0.474,0.008,0.003
141,14.025,3.71,0.478,0.008,0.003
142,14.114,3.73,0.481,0.008,0.003
143,14.201,3.75,0.483,0.008,0.003
144,14.325,3.77,0.488,0.008,0.003
145,14.416,3.79,0.491,0.008,0.003
146,14.505,3.81,0.494,0.008,0.003
147,14.611,3.84,0.497,0.009,0.003
148,14.707,3.86,0.5,0.009,0.003
149,14.805,3.88,0.503,0.009,0.003
150,14.925,3.9,0.508,0.009,0.003
151,15.013,3.92,0.511,0.009,0.003
152,15.102,3.95,0.513,0.009,0.003
153,15.225,3.98,0.518,0.009,0.003
154,15.309,4,0.52,0.009,0.003
155,15.405,4.02,0.524,0.009,0.003
156,15.516,4.05,0.527,0.009,0.003
157,15.615,4.07,0.531,0.009,0.003
158,15.706,4.09,0.534,0.009,0.003
159,15.805,4.12,0.537,0.009,0.003
160,15.913,4.14,0.541,0.009,0.003
161,16.008,4.17,0.544,0.009,0.003
162,16.127,4.2,0.548,0.009,0.003
163,16.205,4.22,0.55,0.009,0.003
164,16.307,4.24,0.554,0.009,0.003
165,16.406,4.27,0.557,0.009,0.003
166,16.513,4.29,0.561,0.01,0.003
167,16.607,4.31,0.564,0.01,0.003
168,16.725,4.34,0.568,0.01,0.003
169,16.813,4.36,0.571,0.01,0.003
170,16.905,4.38,0.574,0.01,0.003
171,17.011,4.41,0.577,0.01,0.003
172,17.102,4.43,0.58,0.01,0.003
173,17.205,4.45,0.584,0.01,0.003
174,17.325,4.47,0.588,0.01,0.003
175,17.415,4.49,0.591,0.01,0.003
176,17.505,4.51,0.594,0.01,0.003
177,17.617,4.54,0.597,0.01,0.003
178,17.71,4.56,0.6,0.01,0.004
179,17.801,4.58,0.603,0.01,0.004
180,17.925,4.6,0.608,0.01,0.004
181,18.013,4.62,0.611,0.01,0.004
182,18.106,4.64,0.614,0.01,0.004
183,18.223,4.67,0.617,0.01,0.004
184,18.313,4.68,0.62,0.01,0.004
185,18.405,4.7,0.624,0.01,0.004
186,18.501,4.73,0.627,0.011,0.004
187,18.613,4.75,0.631,0.011,0.004
188,18.706,4.77,0.634,0.011,0.004
189,18.825,4.79,0.638,0.011,0.004
190,18.913,4.81,0.641,0.011,0.004
191,19.007,4.83,0.644,0.011,0.004
192,19.112,4.86,0.647,0.011,0.004
193,19.213,4.88,0.651,0.011,0.004
194,19.307,4.9,0.654,0.011,0.004
195,19.416,4.93,0.657,0.011,0.004
196,19.505,4.95,0.66,0.011,0.004
197,19.605,4.97,0.664,0.011,0.004
198,19.717,5,0.667,0.011,0.004
199,19.805,5.02,0.67,0.011,0.004
200,19.905,5.04,0.674,0.011,0.004
201,20.013,5.07,0.677,0.011,0.004
202,20.101,5.09,0.68,0.011,0.004
203,20.205,5.11,0.684,0.011,0.004
204,20.317,5.14,0.687,0.011,0.004
205,20.402,5.16,0.69,0.011,0.004
206,20.507,5.18,0.694,0.012,0.004
207,20.606,5.21,0.697,0.012,0.004
208,20.713,5.23,0.701,0.012,0.004
209,20.805,5.25,0.704,0.012,0.004
210,20.925,5.28,0.708,0.012,0.004
211,21.005,5.31,0.71,0.012,0.004
212,21.105,5.33,0.714,0.012,0.004
213,21.205,5.36,0.717,0.012,0.004
214,21.313,5.38,0.721,0.012,0.004
215,21.408,5.41,0.724,0.012,0.004
216,21.513,5.44,0.727,0.012,0.004
217,21.613,5.46,0.731,0.012,0.004
218,21.707,5.49,0.734,0.012,0.004
219,21.817,5.52,0.737,0.012,0.004
220,21.913,5.54,0.741,0.012,0.004
221,22.001,5.57,0.743,0.012,0.004
222,22.115,5.6,0.747,0.012,0.004
223,22.213,5.62,0.751,0.012,0.004
224,22.307,5.65,0.754,0.013,0.004
225,22.416,5.68,0.757,0.013,0.004
226,22.513,5.7,0.761,0.013,0.004
227,22.601,5.73,0.763,0.013,0.004
228,22.709,5.76,0.767,0.013,0.004
229,22.813,5.78,0.771,0.013,0.005
230,22.907,5.81,0.774,0.013,0.005
231,23.004,5.84,0.777,0.013,0.005
232,23.113,5.87,0.781,0.013,0.005
233,23.207,5.89,0.784,0.013,0.005
234,23.325,5.92,0.788,0.013,0.005
235,23.401,5.95,0.79,0.013,0.005
236,23.506,5.97,0.794,0.013,0.005
237,23.623,6.01,0.797,0.013,0.005
238,23.713,6.03,0.8,0.013,0.005
239,23.806,6.06,0.804,0.013,0.005
240,23.904,6.08,0.807,0.014,0.005
241,24.013,6.12,0.811,0.014,0.005
242,24.107,6.14,0.814,0.014,0.005
243,24.227,6.17,0.818,0.014,0.005
244,24.301,6.2,0.82,0.014,0.005
245,24.405,6.22,0.824,0.014,0.005
246,24.517,6.26,0.827,0.014,0.005
247,24.613,6.28,0.831,0.014,0.005
248,24.704,6.31,0.834,0.014,0.005
249,24.805,6.34,0.837,0.014,0.005
250,24.913,6.37,0.841,0.014,0.005
251,25.005,6.39,0.844,0.014,0.005
252,25.125,6.42,0.848,0.014,0.005
253,25.201,6.45,0.85,0.014,0.005
254,25.305,6.47,0.854,0.014,0.005
255,25.417,6.51,0.857,0.014,0.005
256,25.513,6.53,0.861,0.015,0.005
257,25.605,6.56,0.864,0.015,0.005
258,25.705,6.59,0.867,0.015,0.005
259,25.815,6.62,0.871,0.015,0.005
260,25.905,6.64,0.874,0.015,0.005
261,26.025,6.67,0.878,0.015,0.005
262,26.115,6.7,0.881,0.015,0.005
263,26.205,6.73,0.884,0.015,0.005
264,26.313,6.76,0.887,0.015,0.005
265,26.412,6.78,0.891,0.015,0.005
266,26.505,6.81,0.894,0.015,0.005
267,26.625,6.84,0.898,0.015,0.005
268,26.703,6.87,0.9,0.015,0.005
269,26.804,6.89,0.904,0.015,0.005
270,26.917,6.93,0.907,0.015,0.005
271,27.013,6.95,0.91,0.015,0.005
272,27.107,6.98,0.914,0.016,0.005
273,27.202,7.01,0.917,0.016,0.005
274,27.315,7.04,0.921,0.016,0.005
275,27.405,7.06,0.924,0.016,0.005
276,27.525,7.1,0.928,0.016,0.005
277,27.615,7.12,0.931,0.016,0.005
278,27.704,7.15,0.934,0.016,0.005
279,27.813,7.18,0.937,0.016,0.005
280,27.915,7.2,0.941,0.016,0.006
281,28.005,7.23,0.944,0.016,0.006
282,28.101,7.26,0.947,0.016,0.006
283,28.209,7.29,0.95,0.016,0.006
284,28.307,7.31,0.954,0.016,0.006
285,28.427,7.35,0.958,0.016,0.006
286,28.517,7.37,0.96,0.016,0.006
287,28.607,7.4,0.964,0.016,0.006
288,28.712,7.43,0.967,0.017,0.006
289,28.813,7.45,0.971,0.017,0.006
290,28.907,7.48,0.974,0.017,0.006
291,29.004,7.51,0.977,0.017,0.006
292,29.113,7.54,0.981,0.017,0.006
293,29.205,7.56,0.984,0.017,0.006
294,29.325,7.59,0.988,0.017,0.006
295,29.405,7.62,0.99,0.017,0.006
296,29.507,7.64,0.994,0.017,0.006
297,29.621,7.68,0.997,0.017,0.006
298,29.713,7.7,1.001,0.017,0.006
299,29.804,7.73,1.003,0.017,0.006
300,29.909,7.76,1.007,0.017,0.006
301,30.017,7.78,1.011,0.017,0.006
302,30.105,7.81,1.014,0.017,0.006
303,30.225,7.84,1.018,0.017,0.006
304,30.305,7.87,1.02,0.017,0.006
305,30.406,7.89,1.024,0.018,0.006
306,30.525,7.93,1.028,0.018,0.006
307,30.615,7.95,1.031,0.018,0.006
308,30.705,7.98,1.034,0.018,0.006
309,30.813,8.01,1.037,0.018,0.006
310,30.913,8.03,1.041,0.018,0.006
311,31.007,8.06,1.044,0.018,0.006
312,31.127,8.09,1.048,0.018,0.006
313,31.205,8.12,1.05,0.018,0.006
314,31.307,8.14,1.054,0.018,0.006
315,31.421,8.18,1.057,0.018,0.006
316,31.517,8.2,1.061,0.018,0.006
317,31.607,8.23,1.064,0.018,0.006
318,31.708,8.25,1.067,0.018,0.006
319,31.813,8.28,1.071,0.018,0.006
320,31.905,8.31,1.074,0.018,0.006
321,32.024,8.34,1.078,0.019,0.006
322,32.101,8.37,1.08,0.019,0.006
323,32.205,8.39,1.084,0.019,0.006
324,32.319,8.43,1.087,0.019,0.006
325,32.415,8.45,1.091,0.019,0.006
326,32.504,8.48,1.094,0.019,0.006
327,32.608,8.51,1.097,0.019,0.006
328,32.713,8.54,1.101,0.019,0.006
329,32.807,8.56,1.104,0.019,0.006
330,32.924,8.59,1.108,0.019,0.006
331,33.017,8.62,1.111,0.019,0.007
332,33.105,8.65,1.114,0.019,0.007
333,33.213,8.68,1.117,0.019,0.007
334,33.318,8.7,1.121,0.019,0.007
335,33.404,8.73,1.124,0.019,0.007
336,33.507,8.76,1.127,0.019,0.007
337,33.616,8.79,1.131,0.02,0.007
338,33.705,8.81,1.134,0.02,0.007
339,33.827,8.84,1.138,0.02,0.007
340,33.905,8.87,1.14,0.02,0.007
341,34.005,8.89,1.144,0.02,0.007
342,34.121,8.93,1.147,0.02,0.007
343,34.212,8.95,1.15,0.02,0.007
344,34.305,8.98,1.154,0.02,0.007
345,34.414,9.01,1.157,0.02,0.007
346,34.517,9.03,1.161,0.02,0.007
347,34.607,9.06,1.164,0.02,0.007
348,34.705,9.09,1.167,0.02,0.007
349,34.819,9.12,1.171,0.02,0.007
350,34.907,9.14,1.174,0.02,0.007
351,35.025,9.17,1.178,0.02,0.007
352,35.109,9.2,1.18,0.02,0.007
353,35.204,9.22,1.184,0.02,0.007
354,35.325,9.25,1.188,0.021,0.007
355,35.405,9.28,1.19,0.021,0.007
356,35.506,9.3,1.194,0.021,0.007
357,35.624,9.34,1.198,0.021,0.007
358,35.713,9.36,1.201,0.021,0.007
359,35.807,9.38,1.204,0.021,0.007
360,35.92,9.42,1.207,0.021,0.007
361,36.016,9.44,1.211,0.021,0.007
362,36.106,9.47,1.214,0.021,0.007
363,36.213,9.49,1.217,0.021,0.007
364,36.317,9.52,1.221,0.021,0.007
365,36.404,9.55,1.224,0.021,0.007
366,36.508,9.58,1.227,0.021,0.007
367,36.618,9.61,1.231,0.021,0.007
368,36.705,9.63,1.234,0.021,0.007
369,36.825,9.66,1.238,0.021,0.007
370,36.906,9.69,1.24,0.022,0.007
371,37.005,9.71,1.244,0.022,0.007
372,37.123,9.75,1.247,0.022,0.007
373,37.216,9.77,1.251,0.022,0.007
374,37.305,9.8,1.254,0.022,0.007
375,37.405,9.83,1.257,0.022,0.007
376,37.517,9.86,1.261,0.022,0.007
377,37.606,9.88,1.264,0.022,0.007
378,37.727,9.92,1.268,0.022,0.007
379,37.817,9.94,1.271,0.022,0.007
380,37.903,9.97,1.273,0.022,0.007
381,38.009,10,1.277,0.022,0.007
382,38.112,10.03,1.28,0.022,0.007
383,38.205,10.05,1.283,0.022,0.008
384,38.325,10.08,1.288,0.022,0.008
385,38.403,10.11,1.29,0.022,0.008
386,38.504,10.14,1.294,0.023,0.008
387,38.611,10.17,1.297,0.023,0.008
388,38.713,10.2,1.3,0.023,0.008
389,38.805,10.22,1.303,0.023,0.008
390,38.926,10.26,1.308,0.023,0.008
391,39.001,10.28,1.31,0.023,0.008
392,39.104,10.3,1.314,0.023,0.008
393,39.219,10.34,1.317,0.023,0.008
394,39.316,10.36,1.321,0.023,0.008
395,39.404,10.39,1.324,0.023,0.008
396,39.509,10.42,1.327,0.023,0.008
397,39.617,10.44,1.331,0.023,0.008
398,39.706,10.47,1.334,0.023,0.008
399,39.806,10.5,1.337,0.023,0.008
400,39.913,10.53,1.34,0.023,0.008
401,40.004,10.55,1.344,0.023,0.008
402,40.1,10.58,1.347,0.024,0.008
403,40.206,10.61,1.35,0.024,0.008
404,40.304,10.63,1.353,0.024,0.008
405,40.421,10.67,1.357,0.024,0.008
406,40.517,10.69,1.361,0.024,0.008
407,40.606,10.72,1.364,0.024,0.008
408,40.714,10.75,1.367,0.024,0.008
409,40.817,10.77,1.371,0.024,0.008
410,40.901,10.8,1.373,0.024,0.008
411,41.012,10.83,1.377,0.024,0.008
412,41.116,10.85,1.381,0.024,0.008
413,41.207,10.88,1.384,0.024,0.008
414,41.305,10.91,1.387,0.024,0.008
415,41.418,10.93,1.391,0.024,0.008
416,41.503,10.96,1.393,0.024,0.008
417,41.613,10.99,1.397,0.024,0.008
418,41.716,11.01,1.4,0.024,0.008
419,41.8,11.04,1.403,0.025,0.008
420,41.915,11.07,1.407,0.025,0.008
421,42.019,11.09,1.411,0.025,0.008
422,42.1,11.12,1.413,0.025,0.008
423,42.214,11.15,1.417,0.025,0.008
424,42.318,11.17,1.421,0.025,0.008
425,42.4,11.2,1.423,0.025,0.008
426,42.515,11.23,1.427,0.025,0.008
427,42.616,11.25,1.431,0.025,0.008
428,42.704,11.27,1.434,0.025,0.008
429,42.825,11.31,1.438,0.025,0.008
430,42.9,11.33,1.44,0.025,0.008
431,43.006,11.35,1.444,0.025,0.008
432,43.125,11.38,1.448,0.025,0.008
433,43.209,11.41,1.45,0.025,0.008
434,43.304,11.43,1.454,0.025,0.009
435,43.411,11.46,1.457,0.025,0.009
436,43.518,11.48,1.461,0.026,0.009
437,43.605,11.51,1.464,0.026,0.009
438,43.726,11.54,1.468,0.026,0.009
439,43.812,11.56,1.47,0.026,0.009
440,43.907,11.58,1.474,0.026,0.009
441,44.008,11.61,1.477,0.026,0.009
442,44.116,11.63,1.481,0.026,0.009
443,44.201,11.66,1.483,0.026,0.009
444,44.32,11.68,1.487,0.026,0.009
445,44.4,11.71,1.49,0.026,0.009
446,44.505,11.73,1.494,0.026,0.009
447,44.6,11.76,1.497,0.026,0.009
448,44.718,11.78,1.501,0.026,0.009
449,44.804,11.81,1.504,0.026,0.009
450,44.919,11.84,1.507,0.026,0.009
451,45.017,11.86,1.511,0.026,0.009
452,45.106,11.88,1.514,0.026,0.009
453,45.226,11.91,1.518,0.026,0.009
454,45.311,11.94,1.52,0.027,0.009
455,45.404,11.96,1.524,0.027,0.009
456,45.5,11.99,1.527,0.027,0.009
457,45.617,12.02,1.531,0.027,0.009
458,45.705,12.04,1.534,0.027,0.009
459,45.818,12.07,1.537,0.027,0.009
460,45.916,12.09,1.541,0.027,0.009
461,46.007,12.11,1.544,0.027,0.009
462,46.108,12.14,1.547,0.027,0.009
463,46.214,12.16,1.55,0.027,0.009
464,46.305,12.17,1.554,0.027,0.009
465,46.424,12.19,1.558,0.027,0.009
466,46.516,12.21,1.561,0.027,0.009
467,46.604,12.23,1.564,0.027,0.009
468,46.725,12.25,1.568,0.027,0.009
469,46.818,12.27,1.571,0.027,0.009
470,46.904,12.29,1.574,0.027,0.009
471,47.012,12.32,1.577,0.027,0.009
472,47.118,12.34,1.581,0.027,0.009
473,47.204,12.36,1.584,0.027,0.009
474,47.318,12.39,1.587,0.028,0.009
475,47.404,12.41,1.59,0.028,0.009
476,47.504,12.43,1.594,0.028,0.009
477,47.627,12.46,1.598,0.028,0.009
478,47.714,12.48,1.6,0.028,0.009
479,47.804,12.49,1.604,0.028,0.009
480,47.901,12.52,1.607,0.028,0.009
481,48.018,12.54,1.611,0.028,0.009
482,48.105,12.56,1.614,0.028,0.009
483,48.225,12.59,1.618,0.028,0.009
484,48.312,12.61,1.62,0.028,0.009
485,48.406,12.63,1.624,0.028,0.01
486,48.503,12.65,1.627,0.028,0.01
487,48.616,12.67,1.631,0.028,0.01
488,48.707,12.69,1.634,0.028,0.01
489,48.814,12.72,1.637,0.028,0.01
490,48.905,12.74,1.64,0.028,0.01
491,49.005,12.76,1.644,0.028,0.01
492,49.124,12.78,1.648,0.028,0.01
493,49.218,12.8,1.651,0.028,0.01
494,49.305,12.82,1.654,0.028,0.01
495,49.42,12.85,1.657,0.029,0.01
496,49.518,12.87,1.661,0.029,0.01
497,49.605,12.88,1.664,0.029,0.01
498,49.708,12.91,1.667,0.029,0.01
499,49.802,12.93,1.67,0.029,0.01
500,49.904,12.95,1.674,0.029,0.01
501,50.026,12.97,1.678,0.029,0.01
502,50.116,12.99,1.681,0.029,0.01
503,50.204,13.01,1.684,0.029,0.01
504,50.324,13.04,1.688,0.029,0.01
505,50.416,13.05,1.691,0.029,0.01
506,50.506,13.07,1.694,0.029,0.01
507,50.614,13.1,1.697,0.029,0.01
508,50.713,13.12,1.7,0.029,0.01
509,50.804,13.13,1.704,0.029,0.01
510,50.916,13.16,1.707,0.029,0.01
511,51.016,13.17,1.711,0.029,0.01
512,51.105,13.19,1.714,0.029,0.01
513,51.224,13.21,1.718,0.029,0.01
514,51.308,13.23,1.72,0.029,0.01
515,51.406,13.23,1.724,0.029,0.01
516,51.524,13.24,1.727,0.029,0.01
517,51.618,13.25,1.731,0.029,0.01
518,51.706,13.26,1.734,0.029,0.01
519,51.824,13.27,1.738,0.029,0.01
520,51.917,13.28,1.741,0.03,0.01
521,52.004,13.29,1.744,0.03,0.01
522,52.124,13.29,1.748,0.03,0.01
523,52.217,13.3,1.751,0.03,0.01
524,52.306,13.3,1.754,0.03,0.01
525,52.424,13.31,1.757,0.03,0.01
526,52.516,13.32,1.761,0.03,0.01
527,52.606,13.32,1.764,0.03,0.01
528,52.724,13.33,1.768,0.03,0.01
529,52.816,13.34,1.771,0.03,0.01
530,52.904,13.35,1.774,0.03,0.01
531,53.024,13.36,1.778,0.03,0.01
532,53.108,13.38,1.78,0.03,0.01
533,53.207,13.39,1.784,0.03,0.01
534,53.316,13.41,1.787,0.03,0.01
535,53.416,13.42,1.791,0.03,0.01
536,53.504,13.43,1.793,0.03,0.011
537,53.602,13.45,1.797,0.03,0.011
538,53.716,13.46,1.801,0.03,0.011
539,53.806,13.46,1.804,0.03,0.011
540,53.924,13.47,1.808,0.03,0.011
541,54.016,13.47,1.811,0.03,0.011
542,54.104,13.48,1.814,0.03,0.011
543,54.216,13.49,1.817,0.03,0.011
544,54.318,13.49,1.821,0.03,0.011
545,54.404,13.5,1.824,0.03,0.011
546,54.524,13.51,1.828,0.03,0.011
547,54.616,13.52,1.831,0.03,0.011
548,54.706,13.53,1.834,0.03,0.011
549,54.824,13.54,1.838,0.03,0.011
550,54.918,13.55,1.841,0.03,0.011
551,55.004,13.56,1.844,0.03,0.011
552,55.124,13.57,1.848,0.03,0.011
553,55.218,13.58,1.851,0.03,0.011
554,55.304,13.59,1.854,0.03,0.011
555,55.416,13.61,1.857,0.03,0.011
556,55.504,13.62,1.86,0.03,0.011
557,55.606,13.63,1.864,0.03,0.011
558,55.726,13.64,1.868,0.03,0.011
559,55.816,13.66,1.871,0.03,0.011
560,55.906,13.67,1.874,0.03,0.011
561,56.006,13.68,1.877,0.03,0.011
562,56.104,13.69,1.88,0.03,0.011
563,56.204,13.7,1.884,0.03,0.011
564,56.324,13.71,1.888,0.03,0.011
565,56.416,13.72,1.89,0.03,0.011
566,56.504,13.72,1.894,0.03,0.011
567,56.624,13.73,1.898,0.031,0.011
568,56.718,13.73,1.901,0.031,0.011
569,56.804,13.72,1.904,0.03,0.011
570,56.924,13.72,1.908,0.03,0.011
571,57.018,13.73,1.911,0.031,0.011
572,57.104,13.74,1.914,0.031,0.011
573,57.226,13.75,1.918,0.031,0.011
574,57.316,13.76,1.921,0.031,0.011
575,57.404,13.77,1.924,0.031,0.011
576,57.526,13.79,1.928,0.031,0.011
577,57.619,13.8,1.931,0.031,0.011
578,57.704,13.81,1.934,0.031,0.011
579,57.804,13.82,1.937,0.031,0.011
580,57.916,13.83,1.941,0.031,0.011
581,58.006,13.83,1.944,0.031,0.011
582,58.124,13.84,1.948,0.031,0.011
583,58.216,13.84,1.951,0.031,0.011
584,58.304,13.83,1.954,0.031,0.011
585,58.423,13.82,1.958,0.031,0.011
586,58.516,13.82,1.961,0.031,0.011
587,58.606,13.82,1.964,0.031,0.012
588,58.708,13.83,1.967,0.031,0.012
589,58.818,13.83,1.971,0.031,0.012
590,58.906,13.83,1.974,0.031,0.012
591,59.024,13.84,1.978,0.031,0.012
592,59.118,13.85,1.981,0.031,0.012
593,59.204,13.86,1.984,0.031,0.012
594,59.324,13.87,1.988,0.031,0.012
595,59.416,13.87,1.991,0.031,0.012
596,59.505,13.88,1.994,0.031,0.012
597,59.612,13.89,1.997,0.031,0.012
598,59.716,13.89,2.001,0.031,0.012
599,59.804,13.89,2.004,0.031,0.012
600,59.925,13.9,2.008,0.031,0.012
601,60.016,13.9,2.011,0.031,0.012
602,60.104,13.91,2.014,0.031,0.012
603,60.224,13.92,2.018,0.031,0.012
604,60.318,13.92,2.021,0.031,0.012
605,60.404,13.93,2.023,0.031,0.012
606,60.516,13.94,2.027,0.031,0.012
607,60.618,13.94,2.031,0.031,0.012
608,60.704,13.94,2.034,0.031,0.012
609,60.824,13.94,2.038,0.031,0.012
610,60.918,13.95,2.041,0.031,0.012
611,61.005,13.95,2.044,0.031,0.012
612,61.124,13.96,2.048,0.031,0.012
613,61.218,13.97,2.051,0.031,0.012
614,61.304,13.97,2.054,0.031,0.012
615,61.411,13.98,2.057,0.031,0.012
616,61.516,13.98,2.061,0.031,0.012
617,61.603,13.98,2.063,0.031,0.012
618,61.724,13.99,2.068,0.031,0.012
619,61.816,13.99,2.071,0.031,0.012
620,61.904,14,2.074,0.031,0.012
621,62.024,14,2.078,0.031,0.012
622,62.114,14.01,2.08,0.031,0.012
623,62.204,14.01,2.084,0.031,0.012
624,62.325,14.01,2.088,0.031,0.012
625,62.416,14.02,2.091,0.031,0.012
626,62.504,14.02,2.094,0.031,0.012
627,62.624,14.02,2.098,0.031,0.012
628,62.715,14.03,2.101,0.031,0.012
629,62.806,14.03,2.104,0.031,0.012
630,62.924,14.03,2.108,0.031,0.012
631,63.016,14.03,2.111,0.031,0.012
632,63.104,14.04,2.114,0.031,0.012
633,63.223,14.04,2.118,0.031,0.012
634,63.318,14.04,2.121,0.031,0.012
635,63.404,14.05,2.124,0.031,0.012
636,63.523,14.05,2.127,0.031,0.012
637,63.617,14.05,2.131,0.031,0.012
638,63.704,14.06,2.134,0.031,0.013
