No.,Time,Load,Disp,Strength,Strain
1688,168.711,14.66,5.634,0.033,0.033
1689,168.831,14.67,5.638,0.033,0.033
1690,168.916,14.67,5.641,0.033,0.033
1691,169.008,14.67,5.644,0.033,0.033
1692,169.129,14.67,5.648,0.033,0.033
1693,169.222,14.67,5.651,0.033,0.033
1694,169.308,14.67,5.654,0.033,0.033
1695,169.402,14.67,5.657,0.033,0.033
1696,169.52,14.67,5.661,0.033,0.033
1697,169.608,14.68,5.664,0.033,0.033
1698,169.731,14.68,5.668,0.033,0.033
1699,169.821,14.68,5.671,0.033,0.033
1700,169.908,14.68,5.674,0.033,0.033
1701,170.029,14.68,5.677,0.033,0.033
1702,170.119,14.68,5.681,0.033,0.033
1703,170.208,14.68,5.684,0.033,0.033
1704,170.33,14.69,5.688,0.033,0.033
1705,170.417,14.69,5.691,0.033,0.033
1706,170.508,14.69,5.694,0.033,0.033
1707,170.631,14.69,5.698,0.033,0.033
1708,170.717,14.69,5.701,0.033,0.033
1709,170.81,14.69,5.704,0.033,0.033
1710,170.928,14.7,5.708,0.033,0.033
1711,171.02,14.7,5.711,0.033,0.033
1712,171.111,14.7,5.714,0.033,0.033
1713,171.228,14.7,5.718,0.033,0.034
1714,171.32,14.7,5.721,0.033,0.034
1715,171.408,14.7,5.724,0.033,0.034
1716,171.528,14.7,5.728,0.033,0.034
1717,171.623,14.7,5.731,0.033,0.034
1718,171.708,14.7,5.734,0.033,0.034
1719,171.803,14.7,5.737,0.033,0.034
1720,171.917,14.7,5.741,0.033,0.034
1721,172.008,14.71,5.744,0.033,0.034
1722,172.129,14.71,5.748,0.033,0.034
1723,172.217,14.71,5.751,0.033,0.034
1724,172.308,14.71,5.754,0.033,0.034
1725,172.402,14.71,5.757,0.033,0.034
1726,172.523,14.71,5.761,0.033,0.034
1727,172.609,14.72,5.764,0.033,0.034
1728,172.702,14.72,5.767,0.033,0.034
1729,172.822,14.72,5.771,0.033,0.034
1730,172.909,14.72,5.774,0.033,0.034
1731,173.003,14.72,5.777,0.033,0.034
1732,173.122,14.72,5.781,0.033,0.034
1733,173.208,14.73,5.784,0.033,0.034
1734,173.329,14.73,5.787,0.033,0.034
1735,173.42,14.73,5.791,0.033,0.034
1736,173.508,14.73,5.794,0.033,0.034
1737,173.63,14.73,5.798,0.033,0.034
1738,173.721,14.73,5.801,0.033,0.034
1739,173.808,14.73,5.804,0.033,0.034
1740,173.93,14.73,5.808,0.033,0.034
1741,174.02,14.74,5.811,0.033,0.034
1742,174.109,14.74,5.814,0.033,0.034
1743,174.228,14.74,5.818,0.033,0.034
1744,174.322,14.74,5.821,0.033,0.034
1745,174.408,14.74,5.824,0.033,0.034
1746,174.503,14.74,5.827,0.033,0.034
1747,174.623,14.74,5.831,0.033,0.034
1748,174.708,14.74,5.834,0.033,0.034
1749,174.802,14.74,5.837,0.033,0.034
1750,174.921,14.75,5.841,0.033,0.034
1751,175.008,14.75,5.844,0.033,0.034
1752,175.102,14.75,5.847,0.033,0.034
1753,175.221,14.75,5.851,0.033,0.034
1754,175.308,14.75,5.854,0.033,0.034
1755,175.428,14.75,5.858,0.033,0.034
1756,175.521,14.75,5.861,0.033,0.034
1757,175.608,14.75,5.864,0.033,0.034
1758,175.702,14.75,5.867,0.033,0.034
1759,175.822,14.75,5.871,0.033,0.034
1760,175.909,14.75,5.874,0.033,0.034
1761,176.029,14.75,5.878,0.033,0.034
1762,176.123,14.75,5.881,0.033,0.034
1763,176.204,14.76,5.883,0.033,0.034
1764,176.33,14.76,5.888,0.033,0.035
1765,176.42,14.76,5.891,0.033,0.035
1766,176.508,14.76,5.894,0.033,0.035
1767,176.602,14.76,5.897,0.033,0.035
1768,176.72,14.76,5.901,0.033,0.035
1769,176.808,14.76,5.904,0.033,0.035
1770,176.902,14.76,5.907,0.033,0.035
1771,177.021,14.76,5.911,0.033,0.035
1772,177.11,14.77,5.914,0.033,0.035
1773,177.231,14.77,5.918,0.033,0.035
1774,177.32,14.77,5.921,0.033,0.035
1775,177.408,14.77,5.924,0.033,0.035
1776,177.531,14.77,5.928,0.033,0.035
1777,177.62,14.77,5.931,0.033,0.035
1778,177.71,14.77,5.934,0.033,0.035
1779,177.831,14.78,5.938,0.033,0.035
1780,177.92,14.78,5.941,0.033,0.035
1781,178.008,14.78,5.944,0.033,0.035
1782,178.128,14.78,5.948,0.033,0.035
1783,178.22,14.78,5.951,0.033,0.035
1784,178.308,14.78,5.954,0.033,0.035
1785,178.402,14.78,5.957,0.033,0.035
1786,178.523,14.78,5.961,0.033,0.035
1787,178.61,14.79,5.964,0.033,0.035
1788,178.731,14.79,5.968,0.033,0.035
1789,178.82,14.79,5.971,0.033,0.035
1790,178.908,14.79,5.974,0.033,0.035
1791,179.028,14.79,5.977,0.033,0.035
1792,179.12,14.79,5.981,0.033,0.035
1793,179.208,14.79,5.984,0.033,0.035
1794,179.331,14.79,5.988,0.033,0.035
1795,179.42,14.8,5.991,0.033,0.035
1796,179.51,14.8,5.994,0.033,0.035
1797,179.602,14.8,5.997,0.033,0.035
1798,179.722,14.8,6.001,0.033,0.035
1799,179.808,14.8,6.004,0.033,0.035
1800,179.928,14.8,6.008,0.033,0.035
1801,180.022,14.8,6.011,0.033,0.035
1802,180.106,14.81,6.013,0.033,0.035
1803,180.202,14.81,6.017,0.033,0.035
1804,180.32,14.81,6.021,0.033,0.035
1805,180.408,14.81,6.024,0.033,0.035
1806,180.502,14.81,6.027,0.033,0.035
1807,180.622,14.81,6.031,0.033,0.035
1808,180.709,14.81,6.034,0.033,0.035
1809,180.828,14.81,6.038,0.033,0.035
1810,180.912,14.81,6.04,0.033,0.035
1811,181.008,14.81,6.044,0.033,0.035
1812,181.103,14.81,6.047,0.033,0.035
1813,181.222,14.82,6.051,0.033,0.035
1814,181.308,14.82,6.054,0.033,0.035
1815,181.402,14.82,6.057,0.033,0.035
1816,181.523,14.82,6.061,0.033,0.036
1817,181.61,14.82,6.064,0.033,0.036
1818,181.728,14.82,6.068,0.033,0.036
1819,181.822,14.82,6.071,0.033,0.036
1820,181.908,14.82,6.074,0.033,0.036
1821,182.002,14.83,6.077,0.033,0.036
1822,182.122,14.83,6.081,0.033,0.036
1823,182.21,14.83,6.084,0.033,0.036
1824,182.302,14.83,6.087,0.033,0.036
1825,182.421,14.83,6.091,0.033,0.036
1826,182.508,14.83,6.094,0.033,0.036
1827,182.631,14.83,6.098,0.033,0.036
1828,182.722,14.83,6.101,0.033,0.036
1829,182.809,14.83,6.104,0.033,0.036
1830,182.928,14.84,6.108,0.033,0.036
1831,183.022,14.84,6.111,0.033,0.036
1832,183.11,14.84,6.114,0.033,0.036
1833,183.228,14.84,6.118,0.033,0.036
1834,183.322,14.84,6.121,0.033,0.036
1835,183.408,14.84,6.124,0.033,0.036
1836,183.502,14.84,6.127,0.033,0.036
1837,183.619,14.84,6.131,0.033,0.036
1838,183.708,14.84,6.134,0.033,0.036
1839,183.828,14.84,6.138,0.033,0.036
1840,183.922,14.84,6.141,0.033,0.036
1841,184.01,14.84,6.144,0.033,0.036
1842,184.128,14.84,6.148,0.033,0.036
1843,184.22,14.84,6.151,0.033,0.036
1844,184.308,14.84,6.154,0.033,0.036
1845,184.428,14.84,6.158,0.033,0.036
1846,184.522,14.84,6.161,0.033,0.036
1847,184.608,14.84,6.164,0.033,0.036
1848,184.728,14.84,6.168,0.033,0.036
1849,184.822,14.84,6.171,0.033,0.036
1850,184.908,14.84,6.174,0.033,0.036
1851,185.031,14.85,6.178,0.033,0.036
1852,185.12,14.85,6.181,0.033,0.036
1853,185.208,14.85,6.184,0.033,0.036
1854,185.33,14.85,6.188,0.033,0.036
1855,185.42,14.85,6.191,0.033,0.036
1856,185.51,14.85,6.194,0.033,0.036
1857,185.628,14.85,6.198,0.033,0.036
1858,185.72,14.86,6.201,0.033,0.036
1859,185.807,14.86,6.204,0.033,0.036
1860,185.928,14.86,6.208,0.033,0.036
1861,186.022,14.86,6.211,0.033,0.036
1862,186.108,14.86,6.214,0.033,0.036
1863,186.228,14.86,6.218,0.033,0.036
1864,186.319,14.86,6.22,0.033,0.036
1865,186.411,14.86,6.224,0.033,0.036
1866,186.529,14.87,6.228,0.033,0.036
1867,186.622,14.87,6.231,0.033,0.037
1868,186.708,14.87,6.234,0.033,0.037
1869,186.83,14.87,6.238,0.033,0.037
1870,186.92,14.87,6.241,0.033,0.037
1871,187.006,14.88,6.243,0.033,0.037
1872,187.128,14.88,6.248,0.033,0.037
1873,187.219,14.88,6.251,0.033,0.037
1874,187.308,14.88,6.254,0.033,0.037
1875,187.43,14.88,6.258,0.033,0.037
1876,187.52,14.88,6.261,0.033,0.037
1877,187.607,14.88,6.264,0.033,0.037
1878,187.73,14.88,6.268,0.033,0.037
1879,187.82,14.88,6.271,0.033,0.037
1880,187.91,14.88,6.274,0.033,0.037
1881,188.03,14.89,6.278,0.033,0.037
1882,188.119,14.89,6.281,0.033,0.037
1883,188.21,14.89,6.284,0.033,0.037
1884,188.328,14.89,6.288,0.033,0.037
1885,188.42,14.89,6.291,0.033,0.037
1886,188.509,14.89,6.294,0.033,0.037
1887,188.628,14.89,6.298,0.033,0.037
1888,188.72,14.89,6.301,0.033,0.037
1889,188.806,14.9,6.303,0.033,0.037
1890,188.928,14.9,6.308,0.033,0.037
1891,189.02,14.9,6.311,0.033,0.037
1892,189.108,14.9,6.314,0.033,0.037
1893,189.23,14.9,6.318,0.033,0.037
1894,189.32,14.9,6.321,0.033,0.037
1895,189.408,14.9,6.323,0.033,0.037
1896,189.53,14.9,6.328,0.033,0.037
1897,189.619,14.9,6.331,0.033,0.037
1898,189.708,14.9,6.334,0.033,0.037
1899,189.828,14.9,6.338,0.033,0.037
1900,189.922,14.9,6.341,0.033,0.037
1901,190.007,14.91,6.344,0.033,0.037
1902,190.131,14.91,6.348,0.033,0.037
1903,190.22,14.91,6.351,0.033,0.037
1904,190.308,14.91,6.354,0.033,0.037
1905,190.427,14.91,6.358,0.033,0.037
1906,190.52,14.91,6.361,0.033,0.037
1907,190.608,14.91,6.364,0.033,0.037
1908,190.728,14.91,6.368,0.033,0.037
1909,190.82,14.91,6.371,0.033,0.037
1910,190.909,14.91,6.374,0.033,0.037
1911,191.028,14.91,6.378,0.033,0.037
1912,191.122,14.91,6.381,0.033,0.037
1913,191.208,14.91,6.384,0.033,0.037
1914,191.328,14.91,6.388,0.033,0.037
1915,191.422,14.92,6.391,0.033,0.037
1916,191.508,14.92,6.394,0.033,0.037
1917,191.63,14.92,6.398,0.033,0.037
1918,191.72,14.92,6.401,0.033,0.038
1919,191.807,14.92,6.404,0.033,0.038
1920,191.928,14.92,6.408,0.033,0.038
1921,192.02,14.92,6.411,0.033,0.038
1922,192.11,14.93,6.414,0.033,0.038
1923,192.228,14.93,6.418,0.033,0.038
1924,192.322,14.93,6.421,0.033,0.038
1925,192.407,14.93,6.424,0.033,0.038
1926,192.528,14.93,6.428,0.033,0.038
1927,192.62,14.93,6.431,0.033,0.038
1928,192.708,14.93,6.434,0.033,0.038
1929,192.828,14.93,6.438,0.033,0.038
1930,192.919,14.93,6.441,0.033,0.038
1931,193.004,14.94,6.443,0.033,0.038
1932,193.128,14.94,6.448,0.033,0.038
1933,193.219,14.94,6.451,0.033,0.038
1934,193.308,14.94,6.454,0.033,0.038
1935,193.428,14.94,6.458,0.033,0.038
1936,193.519,14.94,6.461,0.033,0.038
1937,193.608,14.94,6.464,0.033,0.038
1938,193.727,14.94,6.468,0.033,0.038
1939,193.82,14.94,6.471,0.033,0.038
1940,193.908,14.94,6.474,0.033,0.038
1941,194.029,14.94,6.478,0.033,0.038
1942,194.12,14.94,6.481,0.033,0.038
1943,194.208,14.95,6.484,0.033,0.038
1944,194.328,14.95,6.488,0.033,0.038
1945,194.419,14.95,6.491,0.033,0.038
1946,194.508,14.95,6.494,0.033,0.038
1947,194.628,14.95,6.498,0.033,0.038
1948,194.722,14.95,6.501,0.033,0.038
1949,194.807,14.95,6.504,0.033,0.038
1950,194.928,14.95,6.508,0.033,0.038
1951,195.019,14.95,6.511,0.033,0.038
1952,195.108,14.96,6.514,0.033,0.038
1953,195.228,14.96,6.517,0.033,0.038
1954,195.319,14.96,6.52,0.033,0.038
1955,195.407,14.96,6.524,0.033,0.038
1956,195.528,14.95,6.528,0.033,0.038
1957,195.62,14.95,6.531,0.033,0.038
1958,195.709,14.95,6.534,0.033,0.038
1959,195.828,14.95,6.538,0.033,0.038
1960,195.922,14.95,6.541,0.033,0.038
1961,196.008,14.95,6.544,0.033,0.038
1962,196.127,14.95,6.548,0.033,0.038
1963,196.22,14.95,6.551,0.033,0.038
1964,196.308,14.96,6.554,0.033,0.038
1965,196.428,14.96,6.558,0.033,0.038
1966,196.522,14.96,6.561,0.033,0.038
1967,196.608,14.96,6.564,0.033,0.038
1968,196.728,14.96,6.568,0.033,0.038
1969,196.819,14.97,6.571,0.033,0.039
1970,196.907,14.97,6.574,0.033,0.039
1971,197.028,14.97,6.578,0.033,0.039
1972,197.12,14.97,6.581,0.033,0.039
1973,197.208,14.97,6.584,0.033,0.039
1974,197.327,14.97,6.588,0.033,0.039
1975,197.421,14.97,6.591,0.033,0.039
1976,197.509,14.97,6.594,0.033,0.039
1977,197.63,14.98,6.598,0.033,0.039
1978,197.719,14.98,6.601,0.033,0.039
1979,197.808,14.98,6.604,0.033,0.039
1980,197.928,14.98,6.608,0.033,0.039
1981,198.022,14.98,6.611,0.033,0.039
1982,198.108,14.98,6.614,0.033,0.039
1983,198.23,14.98,6.618,0.033,0.039
1984,198.319,14.98,6.621,0.033,0.039
1985,198.407,14.98,6.624,0.033,0.039
1986,198.531,14.98,6.628,0.033,0.039
1987,198.62,14.99,6.63,0.033,0.039
1988,198.708,14.99,6.634,0.033,0.039
1989,198.828,14.99,6.638,0.033,0.039
1990,198.919,14.99,6.641,0.033,0.039
1991,199.008,14.99,6.644,0.033,0.039
1992,199.128,14.99,6.648,0.033,0.039
1993,199.219,14.99,6.651,0.033,0.039
1994,199.307,14.99,6.654,0.033,0.039
1995,199.428,14.99,6.658,0.033,0.039
1996,199.522,14.99,6.661,0.033,0.039
1997,199.607,14.99,6.664,0.033,0.039
1998,199.714,15,6.667,0.033,0.039
1999,199.82,15,6.671,0.033,0.039
2000,199.91,15,6.674,0.033,0.039
2001,200.027,15,6.678,0.033,0.039
2002,200.122,15,6.681,0.033,0.039
2003,200.207,15,6.684,0.033,0.039
2004,200.328,14.99,6.688,0.033,0.039
2005,200.422,14.99,6.691,0.033,0.039
2006,200.509,14.99,6.694,0.033,0.039
2007,200.627,14.99,6.698,0.033,0.039
2008,200.722,14.99,6.701,0.033,0.039
2009,200.809,14.99,6.704,0.033,0.039
2010,200.931,14.99,6.708,0.033,0.039
2011,201.02,14.99,6.711,0.033,0.039
2012,201.109,14.99,6.714,0.033,0.039
2013,201.227,14.99,6.718,0.033,0.039
2014,201.322,14.99,6.721,0.033,0.039
2015,201.409,15,6.724,0.033,0.039
2016,201.527,15,6.728,0.033,0.039
2017,201.619,15,6.731,0.033,0.039
2018,201.707,15,6.734,0.033,0.039
2019,201.828,15,6.738,0.033,0.039
2020,201.922,15,6.741,0.033,0.039
2021,202.007,15,6.744,0.033,0.04
2022,202.13,15,6.748,0.033,0.04
2023,202.221,15,6.751,0.033,0.04
2024,202.308,15,6.754,0.033,0.04
2025,202.43,15,6.758,0.033,0.04
2026,202.52,15,6.761,0.033,0.04
2027,202.607,15,6.764,0.033,0.04
2028,202.727,15,6.768,0.033,0.04
2029,202.82,15,6.771,0.033,0.04
2030,202.909,15,6.774,0.033,0.04
2031,203.028,15,6.778,0.033,0.04
2032,203.119,15,6.781,0.033,0.04
2033,203.207,15,6.784,0.033,0.04
2034,203.328,15.01,6.788,0.033,0.04
2035,203.42,15.01,6.791,0.033,0.04
2036,203.507,15.01,6.794,0.033,0.04
2037,203.628,15.01,6.798,0.033,0.04
2038,203.72,15.01,6.801,0.033,0.04
2039,203.809,15.02,6.804,0.033,0.04
2040,203.927,15.02,6.808,0.033,0.04
2041,204.022,15.02,6.811,0.033,0.04
2042,204.108,15.02,6.814,0.033,0.04
2043,204.227,15.02,6.818,0.033,0.04
2044,204.321,15.02,6.821,0.033,0.04
2045,204.408,15.02,6.824,0.033,0.04
2046,204.53,15.03,6.828,0.033,0.04
2047,204.622,15.03,6.831,0.033,0.04
2048,204.707,15.03,6.834,0.033,0.04
2049,204.828,15.03,6.838,0.033,0.04
2050,204.919,15.03,6.841,0.033,0.04
2051,205.007,15.03,6.844,0.033,0.04
2052,205.127,15.03,6.848,0.033,0.04
2053,205.22,15.03,6.851,0.033,0.04
2054,205.309,15.04,6.854,0.033,0.04
2055,205.427,15.04,6.858,0.033,0.04
2056,205.521,15.04,6.861,0.033,0.04
2057,205.609,15.04,6.864,0.033,0.04
2058,205.729,15.04,6.868,0.033,0.04
2059,205.82,15.04,6.871,0.033,0.04
2060,205.907,15.04,6.874,0.033,0.04
2061,206.015,15.05,6.877,0.033,0.04
2062,206.122,15.05,6.881,0.033,0.04
2063,206.207,15.05,6.884,0.033,0.04
2064,206.327,15.05,6.888,0.033,0.04
2065,206.421,15.05,6.891,0.033,0.04
2066,206.508,15.05,6.894,0.033,0.04
2067,206.63,15.05,6.898,0.033,0.04
2068,206.719,15.05,6.901,0.033,0.04
2069,206.807,15.05,6.904,0.033,0.04
2070,206.93,15.05,6.908,0.033,0.04
2071,207.019,15.06,6.911,0.033,0.04
2072,207.107,15.06,6.914,0.033,0.041
2073,207.227,15.06,6.918,0.033,0.041
2074,207.321,15.06,6.921,0.033,0.041
2075,207.408,15.06,6.924,0.033,0.041
2076,207.53,15.06,6.928,0.033,0.041
2077,207.621,15.06,6.931,0.033,0.041
2078,207.707,15.06,6.934,0.033,0.041
2079,207.828,15.06,6.938,0.033,0.041
2080,207.919,15.06,6.941,0.033,0.041
2081,208.007,15.06,6.944,0.033,0.041
2082,208.13,15.06,6.948,0.033,0.041
2083,208.215,15.07,6.95,0.033,0.041
2084,208.307,15.07,6.954,0.033,0.041
2085,208.427,15.07,6.957,0.033,0.041
2086,208.519,15.07,6.961,0.033,0.041
2087,208.609,15.07,6.964,0.033,0.041
2088,208.729,15.07,6.968,0.033,0.041
2089,208.82,15.07,6.971,0.033,0.041
2090,208.909,15.07,6.974,0.033,0.041
2091,209.027,15.07,6.978,0.033,0.041
2092,209.119,15.07,6.981,0.033,0.041
2093,209.208,15.07,6.984,0.033,0.041
2094,209.315,15.08,6.987,0.034,0.041
2095,209.42,15.08,6.991,0.034,0.041
2096,209.511,15.08,6.994,0.034,0.041
2097,209.629,15.08,6.998,0.034,0.041
2098,209.719,15.08,7.001,0.034,0.041
2099,209.808,15.08,7.004,0.034,0.041
2100,209.927,15.08,7.008,0.034,0.041
2101,210.022,15.08,7.011,0.034,0.041
2102,210.107,15.08,7.014,0.034,0.041
2103,210.227,15.08,7.018,0.034,0.041
2104,210.321,15.08,7.021,0.034,0.041
2105,210.407,15.09,7.024,0.034,0.041
2106,210.532,15.09,7.028,0.034,0.041
2107,210.619,15.09,7.031,0.034,0.041
2108,210.707,15.09,7.034,0.034,0.041
2109,210.827,15.09,7.038,0.034,0.041
2110,210.922,15.09,7.041,0.034,0.041
2111,211.014,15.09,7.044,0.034,0.041
2112,211.128,15.09,7.048,0.034,0.041
2113,211.221,15.09,7.051,0.034,0.041
2114,211.309,15.1,7.054,0.034,0.041
2115,211.429,15.1,7.058,0.034,0.041
2116,211.52,15.1,7.061,0.034,0.041
2117,211.607,15.1,7.063,0.034,0.041
2118,211.727,15.1,7.068,0.034,0.041
2119,211.821,15.1,7.071,0.034,0.041
2120,211.908,15.1,7.074,0.034,0.041
2121,212.031,15.1,7.077,0.034,0.041
2122,212.121,15.1,7.081,0.034,0.041
2123,212.207,15.1,7.084,0.034,0.042
2124,212.315,15.11,7.087,0.034,0.042
2125,212.421,15.11,7.091,0.034,0.042
2126,212.511,15.11,7.094,0.034,0.042
2127,212.627,15.11,7.098,0.034,0.042
2128,212.721,15.11,7.101,0.034,0.042
2129,212.807,15.11,7.104,0.034,0.042
2130,212.927,15.11,7.108,0.034,0.042
2131,213.022,15.11,7.111,0.034,0.042
2132,213.114,15.11,7.114,0.034,0.042
2133,213.229,15.11,7.118,0.034,0.042
2134,213.319,15.11,7.121,0.034,0.042
2135,213.407,15.11,7.124,0.034,0.042
2136,213.531,15.11,7.128,0.034,0.042
2137,213.621,15.11,7.131,0.034,0.042
2138,213.711,15.11,7.134,0.034,0.042
2139,213.831,15.12,7.138,0.034,0.042
2140,213.919,15.12,7.141,0.034,0.042
2141,214.014,15.12,7.144,0.034,0.042
2142,214.127,15.12,7.148,0.034,0.042
2143,214.221,15.12,7.151,0.034,0.042
2144,214.311,15.12,7.154,0.034,0.042
2145,214.431,15.12,7.158,0.034,0.042
2146,214.521,15.12,7.161,0.034,0.042
2147,214.613,15.12,7.164,0.034,0.042
2148,214.73,15.12,7.168,0.034,0.042
2149,214.819,15.13,7.171,0.034,0.042
2150,214.911,15.13,7.174,0.034,0.042
2151,215.033,15.13,7.178,0.034,0.042
2152,215.119,15.13,7.181,0.034,0.042
2153,215.214,15.13,7.184,0.034,0.042
2154,215.333,15.13,7.188,0.034,0.042
2155,215.419,15.13,7.191,0.034,0.042
2156,215.511,15.13,7.194,0.034,0.042
2157,215.631,15.13,7.198,0.034,0.042
2158,215.719,15.13,7.201,0.034,0.042
2159,215.811,15.13,7.204,0.034,0.042
2160,215.931,15.13,7.208,0.034,0.042
2161,216.019,15.13,7.211,0.034,0.042
2162,216.113,15.13,7.214,0.034,0.042
2163,216.233,15.14,7.218,0.034,0.042
2164,216.321,15.14,7.221,0.034,0.042
2165,216.411,15.14,7.223,0.034,0.042
2166,216.533,15.14,7.228,0.034,0.042
2167,216.618,15.14,7.23,0.034,0.042
2168,216.714,15.14,7.234,0.034,0.042
2169,216.831,15.14,7.238,0.034,0.042
2170,216.919,15.14,7.241,0.034,0.042
2171,217.014,15.14,7.244,0.034,0.042
2172,217.131,15.15,7.248,0.034,0.042
2173,217.219,15.15,7.251,0.034,0.042
2174,217.314,15.15,7.254,0.034,0.043
2175,217.433,15.15,7.258,0.034,0.043
2176,217.521,15.15,7.261,0.034,0.043
2177,217.613,15.15,7.264,0.034,0.043
2178,217.733,15.15,7.268,0.034,0.043
2179,217.821,15.15,7.271,0.034,0.043
2180,217.907,15.15,7.274,0.034,0.043
2181,218.031,15.15,7.278,0.034,0.043
2182,218.118,15.15,7.281,0.034,0.043
2183,218.214,15.15,7.284,0.034,0.043
2184,218.333,15.16,7.288,0.034,0.043
2185,218.421,15.16,7.291,0.034,0.043
2186,218.513,15.16,7.294,0.034,0.043
2187,218.633,15.16,7.298,0.034,0.043
2188,218.721,15.16,7.301,0.034,0.043
2189,218.811,15.16,7.304,0.034,0.043
2190,218.927,15.16,7.308,0.034,0.043
2191,219.02,15.16,7.311,0.034,0.043
2192,219.111,15.16,7.314,0.034,0.043
2193,219.23,15.16,7.318,0.034,0.043
2194,219.319,15.16,7.321,0.034,0.043
2195,219.413,15.16,7.324,0.034,0.043
2196,219.521,15.17,7.327,0.034,0.043
2197,219.621,15.17,7.331,0.034,0.043
2198,219.713,15.17,7.334,0.034,0.043
2199,219.831,15.17,7.338,0.034,0.043
2200,219.919,15.17,7.341,0.034,0.043
2201,220.011,15.17,7.344,0.034,0.043
2202,220.133,15.17,7.348,0.034,0.043
2203,220.221,15.17,7.351,0.034,0.043
2204,220.311,15.17,7.354,0.034,0.043
2205,220.431,15.17,7.358,0.034,0.043
2206,220.519,15.17,7.361,0.034,0.043
2207,220.611,15.17,7.364,0.034,0.043
2208,220.73,15.17,7.368,0.034,0.043
2209,220.819,15.17,7.371,0.034,0.043
2210,220.911,15.17,7.374,0.034,0.043
2211,221.031,15.17,7.378,0.034,0.043
2212,221.118,15.17,7.381,0.034,0.043
2213,221.211,15.17,7.384,0.034,0.043
2214,221.333,15.17,7.388,0.034,0.043
2215,221.419,15.17,7.391,0.034,0.043
2216,221.511,15.17,7.394,0.034,0.043
2217,221.633,15.17,7.398,0.034,0.043
2218,221.719,15.17,7.401,0.034,0.043
2219,221.81,15.17,7.404,0.034,0.043
2220,221.931,15.17,7.408,0.034,0.043
2221,222.019,15.17,7.411,0.034,0.043
2222,222.11,15.17,7.414,0.034,0.043
2223,222.231,15.18,7.418,0.034,0.043
2224,222.321,15.18,7.421,0.034,0.043
2225,222.411,15.18,7.424,0.034,0.043
2226,222.531,15.18,7.428,0.034,0.044
2227,222.621,15.18,7.431,0.034,0.044
2228,222.711,15.18,7.434,0.034,0.044
2229,222.833,15.18,7.438,0.034,0.044
2230,222.921,15.18,7.441,0.034,0.044
2231,223.011,15.18,7.444,0.034,0.044
2232,223.131,15.18,7.448,0.034,0.044
2233,223.219,15.18,7.451,0.034,0.044
2234,223.311,15.18,7.454,0.034,0.044
2235,223.427,15.19,7.457,0.034,0.044
2236,223.521,15.19,7.461,0.034,0.044
2237,223.611,15.19,7.464,0.034,0.044
2238,223.731,15.19,7.468,0.034,0.044
2239,223.821,15.19,7.471,0.034,0.044
2240,223.91,15.19,7.474,0.034,0.044
2241,224.033,15.19,7.478,0.034,0.044
2242,224.119,15.19,7.481,0.034,0.044
2243,224.21,15.19,7.484,0.034,0.044
2244,224.331,15.19,7.488,0.034,0.044
2245,224.419,15.2,7.491,0.034,0.044
2246,224.513,15.2,7.494,0.034,0.044
2247,224.63,15.2,7.498,0.034,0.044
2248,224.719,15.2,7.501,0.034,0.044
2249,224.813,15.2,7.504,0.034,0.044
2250,224.933,15.19,7.508,0.034,0.044
2251,225.018,15.19,7.511,0.034,0.044
2252,225.111,15.19,7.514,0.034,0.044
2253,225.231,15.19,7.518,0.034,0.044
2254,225.318,15.19,7.521,0.034,0.044
2255,225.412,15.19,7.524,0.034,0.044
2256,225.533,15.19,7.528,0.034,0.044
2257,225.619,15.19,7.531,0.034,0.044
2258,225.71,15.19,7.534,0.034,0.044
2259,225.833,15.19,7.538,0.034,0.044
2260,225.921,15.19,7.541,0.034,0.044
2261,226.005,15.2,7.543,0.034,0.044
2262,226.13,15.2,7.548,0.034,0.044
2263,226.219,15.2,7.551,0.034,0.044
2264,226.313,15.2,7.554,0.034,0.044
2265,226.43,15.2,7.558,0.034,0.044
2266,226.52,15.2,7.561,0.034,0.044
2267,226.611,15.2,7.564,0.034,0.044
2268,226.731,15.21,7.568,0.034,0.044
2269,226.82,15.21,7.571,0.034,0.044
2270,226.91,15.21,7.574,0.034,0.044
2271,227.031,15.21,7.578,0.034,0.044
2272,227.118,15.21,7.581,0.034,0.044
2273,227.21,15.21,7.584,0.034,0.044
2274,227.331,15.21,7.588,0.034,0.044
2275,227.419,15.21,7.591,0.034,0.044
2276,227.51,15.21,7.593,0.034,0.044
2277,227.63,15.22,7.598,0.034,0.045
2278,227.721,15.22,7.601,0.034,0.045
2279,227.811,15.22,7.604,0.034,0.045
2280,227.931,15.22,7.608,0.034,0.045
2281,228.018,15.22,7.611,0.034,0.045
2282,228.111,15.22,7.614,0.034,0.045
2283,228.233,15.22,7.618,0.034,0.045
2284,228.319,15.22,7.621,0.034,0.045
2285,228.411,15.22,7.624,0.034,0.045
2286,228.531,15.22,7.628,0.034,0.045
2287,228.619,15.22,7.631,0.034,0.045
2288,228.71,15.22,7.634,0.034,0.045
2289,228.833,15.22,7.638,0.034,0.045
2290,228.919,15.22,7.641,0.034,0.045
2291,229.011,15.22,7.644,0.034,0.045
2292,229.117,15.23,7.647,0.034,0.045
2293,229.221,15.23,7.651,0.034,0.045
2294,229.31,15.23,7.654,0.034,0.045
2295,229.433,15.23,7.658,0.034,0.045
2296,229.519,15.23,7.661,0.034,0.045
